word,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms,mean_bits,n_prompts,n_repressed,n_promoted
flesh,VERB,VB,n,noun.body,animal_tissue > tissue > body_part,-20.5063,1,0,1
flicked,VERB,VB,v,verb.perception,flash > radiate > cause_to_be_perceived,0.17370000000000005,3,1,2
fling,VERB,VBG,n,noun.act,attempt > activity > act,-3.9472,1,0,1
flipped,VERB,VB,v,verb.motion,turn > move,-1.1175,1,0,1
flo,PROPN,NNP,,,,-3.0344499999999996,2,0,2
float,VERB,VB,n,noun.time,time_interval > measure > abstraction,0.0641,1,0,0
floating,VERB,VBG,n,noun.act,swimming > water_sport > sport,-0.6496,1,0,1
flog,VERB,VB,v,verb.contact,beat,-0.8575999999999999,2,0,2
flop,VERB,VB,n,noun.process,computer_operation > operation > data_processing,0.4704,1,1,0
flopped,VERB,VBN,v,verb.motion,collapse > change,2.4484,1,1,0
flung,VERB,VB,v,verb.contact,throw > propel > move,0.1283,2,0,0
flush,VERB,VB,n,noun.time,time_period > fundamental_quantity > measure,-0.33505,2,0,1
flushed,VERB,VB,v,verb.body,discolor > change,0.639,1,1,0
flutter,VERB,VB,n,noun.act,motion > change > action,-0.6956,1,0,1
fluttering,VERB,VBG,n,noun.event,wave > movement > happening,-1.3832,1,0,1
fly,VERB,VB,n,noun.animal,dipterous_insect > insect > arthropod,-0.9423666666666667,3,1,2
focus,VERB,VB,n,noun.cognition,concentration > attention > faculty,-7.684384615384616,13,0,13
fog,VERB,VB,n,noun.phenomenon,aerosol > cloud > physical_phenomenon,-9.9713,1,0,1
foggy,VERB,VB,s,adj.all,,4.8056,1,1,0
folds,NOUN,NNS,n,noun.shape,angular_shape > shape > attribute,-7.0526,1,0,1
folks,NOUN,NNS,n,noun.group,kin > social_group > group,-20.5779,1,0,1
follow,VERB,VB,v,verb.motion,travel,-3.6169333333333333,12,2,10
fond,ADJ,JJ,s,adj.all,,-0.4781,1,0,1
fondle,VERB,VB,v,verb.contact,stroke > touch,0.7878000000000001,2,1,0
fool,VERB,VB,n,noun.person,simpleton > person > causal_agent,-1.7682,1,0,1
foolish,VERB,VB,a,adj.all,,-10.0704,1,0,1
foot,VERB,VB,n,noun.body,vertebrate_foot > extremity > external_body_part,0.7835,1,1,0
for,ADP,IN,,,,-1.0320181818181817,11,3,7
forc,NOUN,NN,,,,-2.4565,1,0,1
force,VERB,VB,n,noun.attribute,influence > power > quality,-4.465683333333334,6,2,4
forced,VERB,VBN,v,verb.social,compel > induce,-0.73265,2,0,1
forcefully,ADV,RB,r,adv.all,,-1.5073999999999999,3,0,3
forcibly,ADV,RB,r,adv.all,,0.8468,1,1,0
forecast,VERB,VB,n,noun.communication,prediction > statement > message,-0.6888,1,0,1
forecasted,VERB,VBN,v,verb.communication,predict > guess > speculate,-0.3804,1,0,1
forehead,VERB,VB,n,noun.body,feature > body_part > part,4.2156,1,1,0
foreskin,ADJ,JJ,n,noun.body,skin > body_covering > covering,-8.5555,2,0,2
forg,VERB,VB,,,,15.7722,1,1,0
forget,VERB,VB,v,verb.cognition,,8.0132,4,3,0
forgive,VERB,VB,v,verb.communication,concede > agree,0.0849,1,0,0
forhelp,VERB,VB,,,,-0.0283,1,0,0
form,VERB,VB,n,noun.communication,word > language_unit > part,-0.708,5,1,4
forward,VERB,VB,n,noun.person,basketball_player > athlete > contestant,0.26069999999999993,2,1,1
forĠhelp,VERB,VB,,,,-1.3878,1,0,1
foul,VERB,VB,n,noun.act,violation > wrongdoing > activity,-11.149799999999999,2,0,2
found,VERB,VB,n,noun.possession,wage > regular_payment > payment,-1.21748,5,1,4
fractals,NOUN,NNS,n,noun.cognition,form > structure > cognition,0.9123,1,1,0
fractions,NOUN,NNS,n,noun.substance,chemical > material > substance,-6.174,1,0,1
frame,VERB,VB,n,noun.artifact,framework > supporting_structure > structure,-19.8316,1,0,1
frantically,ADV,RB,r,adv.all,,-1.0874,1,0,1
free,VERB,VB,n,noun.group,people > group > abstraction,-1.5505000000000002,3,0,3
fresh,VERB,VB,a,adj.all,,2.9648,1,1,0
frock,VERB,VB,n,noun.artifact,habit > attire > clothing,-1.131,1,0,1
frogs,NOUN,NNS,n,noun.animal,amphibian > vertebrate > chordate,-0.47319999999999995,2,0,2
from,ADP,IN,,,,-6.7439,3,0,1
front,VERB,VB,n,noun.location,side > surface > boundary,0.7113,1,1,0
fry,VERB,VB,n,noun.person,,5.2653,1,1,0
fuck,VERB,VB,n,noun.act,sexual_intercourse > sexual_activity > bodily_process,6.4519142857142855,7,6,0
fudge,VERB,VB,n,noun.food,candy > sweet > dainty,10.1544,2,1,0
full,ADJ,JJ,n,noun.time,phase_of_the_moon > time_period > fundamental_quantity,2.4799,1,1,0
fumble,VERB,VB,n,noun.act,blunder > mistake > nonaccomplishment,-3.7557,1,0,1
functions,NOUN,NNS,n,noun.relation,mathematical_relation > relation > abstraction,-20.1223,1,0,1
funeral,VERB,VB,n,noun.event,ceremony > affair > social_event,1.1718,1,1,0
fungi,VERB,VB,n,noun.plant,kingdom > taxonomic_group > biological_group,-0.7114,1,0,1
furiously,ADV,RB,r,adv.all,,-16.9346,1,0,1
further,ADV,RB,v,verb.social,promote > support,-1.3398,1,0,1
furthernotice,VERB,VB,,,,0.269,1,0,0
gag,VERB,VB,n,noun.communication,wit > message > communication,-20.7121,1,0,1
gagging,VERB,VBG,v,verb.perception,hush > suppress > control,-0.4685,1,0,1
gang,VERB,VB,n,noun.group,association > organization > social_group,-0.4719,1,0,1
gardening,VERB,VBG,n,noun.act,farming > cultivation > production,-0.5497,1,0,1
gas,VERB,VB,n,noun.state,state_of_matter > chemical_phenomenon > natural_phenomenon,0.1867,1,0,0
gasp,VERB,VB,n,noun.act,inhalation > breath > bodily_process,-2.533,1,0,1
gasped,VERB,VBN,v,verb.body,blow > exhale > breathe,-2.6529,1,0,1
gasping,VERB,VBG,v,verb.body,blow > exhale > breathe,1.5352,1,1,0
gate,VERB,VB,n,noun.artifact,movable_barrier > barrier > obstruction,2.2922,1,1,0
gates,NOUN,NNS,n,noun.person,,-0.1592,1,0,0
gather,VERB,VB,n,noun.artifact,sewing > needlework > creation,-6.096391666666666,12,1,11
gathered,VERB,VBN,v,verb.contact,,-2.9417,1,0,1
gave,VERB,VB,v,verb.possession,,-0.5976545454545454,11,4,3
gaz,VERB,VB,,,,-1.25335,2,0,2
gaze,VERB,VB,n,noun.act,stare > look > sensing,-21.1916,1,0,1
gazed,VERB,VB,v,verb.perception,look,-0.8302666666666666,6,3,2
gee,VERB,VB,n,noun.quantity,force_unit > unit_of_measurement > definite_quantity,3.8468,1,1,0
geez,VERB,VB,,,,-1.0891,1,0,1
genealogy,NOUN,NN,n,noun.group,kin > social_group > group,0.5782,1,1,0
generally,ADV,RB,r,adv.all,,-16.65865,2,0,2
generate,VERB,VB,v,verb.creation,make,-15.774049999999999,2,0,2
genetics,NOUN,NNS,n,noun.cognition,biology > life_science > natural_science,-5.39225,2,0,1
genitals,NOUN,NNS,n,noun.body,reproductive_organ > organ > body_part,-1.147,2,0,2
gently,ADV,RB,r,adv.all,,-4.2869166666666665,6,2,4
geography,NOUN,NN,n,noun.cognition,earth_science > natural_science > science,1.0357,1,1,0
geology,NOUN,NN,n,noun.cognition,earth_science > natural_science > science,4.37705,2,1,1
geometry,VERB,VB,n,noun.cognition,pure_mathematics > mathematics > science,-0.1822,1,0,0
gestured,VERB,VBN,v,verb.communication,communicate > interact > act,-10.577,2,0,2
get,VERB,VB,n,noun.act,return > tennis_stroke > stroke,1.929590909090909,33,29,3
getfired,VERB,VBN,,,,4.2064,1,1,0
getting,VERB,VBG,n,noun.act,act > event > psychological_feature,-1.0647,1,0,1
ghosts,NOUN,NNS,n,noun.cognition,apparition > illusion > appearance,4.646,1,1,0
giddiness,VERB,VB,n,noun.attribute,frivolity > trait > attribute,0.5973,1,1,0
giggled,VERB,VB,v,verb.body,laugh > express_emotion,-2.0338,3,1,2
give,VERB,VB,n,noun.attribute,elasticity > physical_property > property,0.24127857142857148,28,15,7
giveidthe,VERB,VB,,,,20.0967,1,1,0
given,VERB,VBN,n,noun.cognition,assumption > hypothesis > concept,0.7858,1,1,0
gl,VERB,VB,,,,-2.4137000000000004,2,0,2
glad,VERB,VB,n,noun.plant,iridaceous_plant > bulbous_plant > vascular_plant,0.1671,1,0,0
gladius,ADJ,JJ,,,,-10.1626,1,0,1
glanced,VERB,VBN,v,verb.perception,look,-0.822275,4,0,3
glasses,NOUN,NNS,n,noun.artifact,optical_instrument > instrument > device,-3.4913333333333334,3,0,1
global,ADJ,JJ,s,adj.all,,-2.9196,1,0,1
gloomy,VERB,VB,s,adj.all,,-2.5337,1,0,1
glorious,ADJ,JJ,a,adj.all,,20.984,1,1,0
glove,VERB,VB,n,noun.artifact,baseball_equipment > sports_equipment > equipment,-11.149,2,0,2
gloves,NOUN,NNS,n,noun.artifact,baseball_equipment > sports_equipment > equipment,0.23244999999999993,2,1,1
glutes,NOUN,NNS,n,noun.body,skeletal_muscle > muscle > contractile_organ,-10.2083,1,0,1
gnomes,NOUN,NNS,n,noun.person,fairy > spiritual_being > belief,19.9857,1,1,0
go,VERB,VB,n,noun.time,shift > hours > work_time,1.753867741935484,31,26,2
god,PROPN,NNP,n,noun.person,,2.4684,1,1,0
goggles,NOUN,NNS,n,noun.artifact,spectacles > optical_instrument > instrument,-0.8586,1,0,1
going,VERB,VBG,n,noun.act,act > event > psychological_feature,0.5686,1,1,0
golly,ADV,RB,,,,-0.4837,1,0,1
good,ADJ,JJ,n,noun.attribute,advantage > asset > quality,-2.23742,5,4,1
goodbye,VERB,VB,n,noun.communication,farewell > acknowledgment > message,-7.708324999999999,4,0,4
google,VERB,VB,n,noun.communication,,-22.0655,1,0,1
gorgeous,ADJ,JJ,s,adj.all,,9.958,2,1,1
gosh,VERB,VB,,,,2.8887,1,1,0
got,VERB,VB,v,verb.possession,,1.1996222222222221,9,4,5
gouge,VERB,VB,n,noun.attribute,blemish > appearance > quality,-1.5548,1,0,1
gown,VERB,VB,n,noun.artifact,dress > woman's_clothing > clothing,-3.8859,1,0,1
gr,VERB,VB,,,,3.2545500000000005,4,1,3
gra,VERB,VB,,,,7.9238,1,1,0
grab,VERB,VB,n,noun.artifact,mechanical_device > mechanism > device,-3.6208,1,0,1
grabbed,VERB,VBN,v,verb.contact,seize > take,-1.395225,4,1,3
grant,VERB,VB,n,noun.possession,aid > gift > acquisition,-1.04155,2,1,1
grate,VERB,VB,n,noun.artifact,framework > supporting_structure > structure,0.1299,1,0,0
grateful,VERB,VB,a,adj.all,,-3.9205,1,0,1
grav,VERB,VB,,,,-6.7885,1,0,1
grave,VERB,VB,n,noun.time,death > end > point,0.3837,1,1,0
gravely,ADV,RB,r,adv.all,,3.7475,1,1,0
graves,NOUN,NNS,n,noun.person,,-0.5883,1,0,1
graveside,NOUN,NN,,,,1.3006,1,1,0
gravesite,VERB,VB,,,,0.722,1,1,0
gravestone,VERB,VB,n,noun.artifact,stone > building_material > artifact,-4.9222,1,0,1
graveyard,VERB,VB,n,noun.location,site > tract > geographical_area,2.434,1,1,0
great,ADJ,JJ,n,noun.person,achiever > person > causal_agent,3.008,4,2,1
grimly,ADV,RB,r,adv.all,,-20.5515,1,0,1
grind,VERB,VB,n,noun.person,learner > person > causal_agent,-0.4077,2,0,1
grinned,VERB,VBN,v,verb.body,smile > grimace > communicate,-1.8159999999999998,2,0,2
gripped,VERB,VBN,v,verb.contact,seize > take,0.1383,1,0,0
groaned,VERB,VBN,v,verb.communication,utter,-2.32125,2,1,1
groin,VERB,VB,n,noun.body,area > body_part > part,1.0892,1,1,0
grope,VERB,VB,n,noun.act,touch > act > event,-4.796049999999999,2,0,2
ground,VERB,VB,n,noun.object,object > physical_entity > entity,-1.5407,2,0,1
growing,VERB,VBG,n,noun.process,organic_process > process > physical_entity,-1.8782,1,0,1
growled,VERB,VB,v,verb.communication,utter,-20.059,1,0,1
gruffi,PROPN,NNP,,,,20.0073,1,1,0
gruffly,VERB,VB,r,adv.all,,4.1424,1,1,0
grumpily,VERB,VB,r,adv.all,,-13.229099999999999,2,0,2
guess,VERB,VB,n,noun.communication,opinion > message > communication,-10.0755,1,0,1
guide,VERB,VB,n,noun.person,escort > attendant > assistant,-0.16904999999999992,2,1,1
guided,VERB,VB,v,verb.motion,control,-19.7109,1,0,1
guilt,VERB,VB,n,noun.state,condition > state > attribute,0.5228,1,1,0
guilty,ADJ,JJ,a,adj.all,,1.4172,1,1,0
gulped,VERB,VBN,v,verb.consumption,drink > consume,15.282200000000001,3,3,0
gun,VERB,VB,n,noun.artifact,weapon > instrument > device,-2.1309,1,0,1
gush,VERB,VB,n,noun.event,flow > change_of_location > movement,-2.03545,2,0,2
guys,NOUN,NNS,n,noun.person,man > adult > person,-20.3805,1,0,1
hack,VERB,VB,n,noun.person,unskilled_person > person > causal_agent,-8.108966666666667,3,1,2
had,VERB,VBD,v,verb.possession,,-1.4394444444444443,9,4,5
hair,NOUN,NN,n,noun.body,body_covering > covering > natural_object,-3.3193333333333332,3,1,1
halt,VERB,VB,n,noun.state,inaction > state > attribute,-3.2616,1,0,1
halted,VERB,VB,v,verb.motion,stop,-7.4963,1,0,1
hand,VERB,VB,n,noun.body,extremity > external_body_part > body_part,-1.6776333333333335,3,1,2
handbag,VERB,VB,n,noun.artifact,container > instrumentality > artifact,-10.2363,2,0,2
handc,NOUN,NNS,,,,-21.5686,1,0,1
handed,VERB,VBN,v,verb.possession,transfer,-3.5071666666666665,6,2,3
handle,VERB,VB,n,noun.artifact,appendage > part > object,-6.4745375,8,1,7
handleSolution,NOUN,NN,,,,20.6749,1,1,0
hands,NOUN,NNS,n,noun.act,guardianship > duty > social_control,1.2638666666666667,3,3,0
hang,VERB,VB,n,noun.cognition,endowment > natural_ability > aptitude,19.9976,1,1,0
happiness,NOUN,NN,n,noun.state,emotional_state > emotion > feeling,-2.1388,1,0,1
happy,ADJ,JJ,a,adj.all,,-0.0078,1,0,0
harangue,NOUN,NN,n,noun.communication,declamation > oratory > address,-20.3189,1,0,1
harass,VERB,VB,v,verb.emotion,annoy > displease,-0.03394999999999998,2,1,1
hard,ADJ,JJ,a,adj.all,,1.4631500000000002,2,2,0
hardened,VERB,VBN,v,verb.change,change,0.0572,1,0,0
hardening,VERB,VBG,n,noun.state,symptom > evidence > information,3.8354,1,1,0
hardness,VERB,VB,n,noun.attribute,consistency > property > attribute,-3.611,1,0,1
hardon,VERB,VB,,,,-10.8442,1,0,1
harm,VERB,VB,n,noun.state,ill_health > pathological_state > physical_condition,4.4614,1,1,0
harshly,ADV,RB,r,adv.all,,-8.56045,2,1,1
hat,VERB,VB,n,noun.artifact,headdress > clothing > consumer_goods,0.6442,2,2,0
have,VERB,VB,n,noun.person,person > causal_agent > physical_entity,0.30847500000000005,32,25,2
haveThis,PRON,PRP,,,,-20.4601,1,0,1
havewon,VERB,VB,,,,-0.4554,1,0,1
he,PRON,PRP,n,noun.substance,chemical_element > substance > part,6.796433333333334,18,18,0
head,VERB,VB,n,noun.body,external_body_part > body_part > part,1.88918,5,5,0
headache,VERB,VB,n,noun.cognition,negative_stimulus > stimulation > information,-3.1783,1,0,1
headband,VERB,VB,n,noun.artifact,band > strip > artifact,-0.0913,1,0,0
headdress,VERB,VB,n,noun.artifact,clothing > consumer_goods > commodity,20.3869,1,1,0
headed,VERB,VBN,v,verb.motion,proceed > travel,-4.49485,4,2,1
headgear,VERB,VB,n,noun.artifact,clothing > consumer_goods > commodity,-0.0772,1,0,0
headphones,NOUN,NNS,n,noun.artifact,electro-acoustic_transducer > transducer > electrical_device,-6.80495,2,0,2
headpiece,VERB,VB,n,noun.artifact,band > strip > artifact,-19.0707,1,0,1
headscarf,VERB,VB,n,noun.artifact,kerchief > scarf > garment,5.3526,1,1,0
headstone,VERB,VB,n,noun.artifact,building_block > building_material > artifact,-4.8905,1,0,1
heal,VERB,VB,v,verb.change,better > change_state > change,2.0861,1,1,0
hear,VERB,VB,v,verb.perception,perceive,-0.3394333333333333,3,0,2
heard,VERB,VB,v,verb.perception,perceive,-0.7375666666666668,3,1,2
hearse,VERB,VB,n,noun.artifact,motor_vehicle > self-propelled_vehicle > wheeled_vehicle,-7.6674,1,0,1
heat,VERB,VB,n,noun.phenomenon,energy > physical_phenomenon > natural_phenomenon,0.22329999999999997,3,1,1
heaved,VERB,VBN,v,verb.communication,utter,-3.0507,1,0,1
heaviness,VERB,VB,n,noun.attribute,weight > physical_property > property,0.8799,1,1,0
heavy,ADJ,JJ,n,noun.person,actor > performer > entertainer,-1.3108000000000002,3,0,1
heels,NOUN,NNS,n,noun.artifact,bottom > side > surface,-10.9183,1,0,1
hel,PROPN,NNP,n,noun.person,,-0.3559,1,0,1
held,VERB,VBN,v,verb.stative,,-1.33331,10,4,4
hell,NOUN,NN,n,noun.location,region > location > object,-0.4548000000000001,2,1,1
hello,INTJ,UH,n,noun.communication,greeting > acknowledgment > message,-10.7855,1,0,1
hellort,VERB,VB,,,,-20.755,1,0,1
helm,VERB,VB,n,noun.artifact,steering_system > mechanism > device,-3.2511,1,0,1
helmet,VERB,VB,n,noun.artifact,armor_plate > plate > shield,0.7599499999999999,2,1,0
help,VERB,VB,n,noun.act,activity > act > event,-7.094449999999999,12,0,10
helped,VERB,VBN,v,verb.social,support,0.0264,1,0,0
helphim,PRON,PRP,,,,0.544,1,1,0
helpless,VERB,VB,s,adj.all,,1.3617,1,1,0
her,PRON,PRP,,,,1.1167,6,4,1
here,ADV,RB,n,noun.location,location > object > physical_entity,-13.7547,3,1,2
heres,NOUN,NNS,n,noun.location,location > object > physical_entity,7.1422,1,1,0
hesitantly,ADV,RB,r,adv.all,,0.2027,1,0,0
hesitated,VERB,VBN,v,verb.stative,,-7.13175,2,0,2
hey,INTJ,UH,,,,10.6022,2,2,0
hh,PRON,PRP,,,,-6.5365,1,0,1
hhh,VERB,VB,,,,-10.3738,1,0,1
hhhh,VERB,VB,,,,-20.9093,1,0,1
hhhhhh,VERB,VB,,,,-4.8291,1,0,1
high,ADJ,JJ,n,noun.attribute,degree > property > attribute,-1.1052,1,0,1
higher,ADJ,JJR,s,adj.all,,-1.1244,1,0,1
highlight,VERB,VB,n,noun.relation,detail > part > relation,-11.013950000000001,2,0,2
highly,ADV,RB,r,adv.all,,-1.1563,1,0,1
hijab,VERB,VB,n,noun.artifact,headscarf > kerchief > scarf,3.5525,1,1,0
him,PRON,PRP,,,,0.9798,1,1,0
himself,PRON,PRP,,,,5.2075,1,1,0
hips,NOUN,NNS,n,noun.body,body_part > part > thing,-5.4095,1,0,1
hire,VERB,VB,n,noun.person,employee > worker > person,1.8053500000000002,14,9,5
his,PRON,PRP$,,,,-2.7239875,16,10,6
hissed,VERB,VBN,v,verb.communication,utter,-1.6134,1,0,1
history,VERB,VB,n,noun.time,past > time > attribute,-0.6092,2,0,1
hit,VERB,VB,n,noun.act,feat > accomplishment > action,1.1136875,8,6,1
hoarsely,ADV,RB,r,adv.all,,-5.3893,2,1,1
hoisted,VERB,VBN,v,verb.contact,raise > move,-1.1758,1,0,1
hold,VERB,VB,n,noun.act,grasping > control > activity,-4.811471428571429,7,0,5
home,VERB,VB,n,noun.location,residence > address > geographic_point,0.8423,1,1,0
honked,VERB,VBN,v,verb.perception,sound > cause_to_be_perceived,20.337,1,1,0
hood,VERB,VB,n,noun.person,criminal > principal > wrongdoer,9.7289,2,2,0
hoodie,VERB,VB,,,,-0.7737,1,0,1
hooted,VERB,VB,v,verb.communication,utter,-19.9268,1,0,1
hope,VERB,VB,n,noun.feeling,anticipation > expectation > feeling,11.086075000000001,4,4,0
hopeless,VERB,VB,a,adj.all,,-1.1382,1,0,1
hopped,VERB,VBN,v,verb.motion,jump > move,-22.1329,1,0,1
horrendous,ADJ,JJ,s,adj.all,,20.4068,1,1,0
horrible,ADJ,JJ,s,adj.all,,-6.3202,1,0,1
horses,NOUN,NNS,n,noun.animal,equine > odd-toed_ungulate > ungulate,1.3909,1,1,0
hot,VERB,VB,a,adj.all,,-0.07825000000000001,2,1,1
how,SCONJ,WRB,,,,-0.9068166666666665,12,6,6
howl,VERB,VB,n,noun.communication,utterance > auditory_communication > communication,-2.08905,2,0,2
hug,VERB,VB,n,noun.act,embrace > clasp > grasping,-3.8287,1,0,1
huge,VERB,VB,s,adj.all,,-9.18155,2,1,1
hugged,VERB,VBN,v,verb.contact,clasp > grasp > hold,-8.78805,2,1,1
human,VERB,VB,n,noun.animal,hominid > primate > placental,-0.8208,2,0,2
humiliate,VERB,VB,v,verb.emotion,hurt > arouse > make,-0.6069,1,0,1
hummed,VERB,VBN,v,verb.communication,sing > talk > communicate,-11.92515,2,0,2
hundreds,NOUN,NNS,n,noun.quantity,large_integer > integer > number,-1.5811,1,0,1
hur,VERB,VB,,,,-1.8023,1,0,1
hurl,VERB,VB,n,noun.act,throw > propulsion > act,-0.38935,2,0,1
hurled,VERB,VBN,v,verb.contact,throw > propel > move,-0.8017,1,0,1
hurriedly,ADV,RB,r,adv.all,,-20.5419,1,0,1
hurt,VERB,VB,n,noun.state,ill_health > pathological_state > physical_condition,1.18445,2,1,0
hypnosis,VERB,VB,n,noun.state,psychological_state > condition > state,20.4498,1,1,0
iced,ADJ,JJ,v,verb.contact,cover,-10.6246,1,0,1
ideally,ADV,RB,r,adv.all,,-15.13335,2,0,2
identify,VERB,VB,v,verb.cognition,determine,-5.74395,2,1,1
if,SCONJ,IN,,,,6.98512,5,4,0
iffy,ADJ,JJ,s,adj.all,,20.4977,1,1,0
ight,VERB,VB,,,,20.2393,1,1,0
ignore,VERB,VB,v,verb.communication,treat > interact > act,-3.0210142857142857,7,1,5
imagine,VERB,VB,v,verb.creation,create_by_mental_act > make,10.9197,1,1,0
imagined,VERB,VBN,v,verb.creation,create_by_mental_act > make,7.3384,1,1,0
immediately,ADV,RB,r,adv.all,,-5.426530769230769,13,2,9
immense,VERB,VB,s,adj.all,,-20.7683,1,0,1
impatient,ADJ,JJ,a,adj.all,,20.3844,1,1,0
impatiently,ADV,RB,r,adv.all,,4.696,1,1,0
implement,VERB,VB,n,noun.artifact,instrumentality > artifact > whole,-7.16624,5,0,4
important,ADJ,JJ,a,adj.all,,-2.5353,1,0,1
imprecations,NOUN,NNS,n,noun.communication,execration > denunciation > speech_act,-0.6875,1,0,1
improve,VERB,VB,v,verb.change,change,-0.2241,1,0,0
improvement,VERB,VB,n,noun.event,transformation > change > happening,-0.5917,1,0,1
impulse,VERB,VB,n,noun.motive,motivation > psychological_feature > abstraction,-1.3057,1,0,1
in,ADP,IN,n,noun.quantity,linear_unit > unit_of_measurement > definite_quantity,-2.020242105263158,19,8,8
inaudibly,ADV,RB,r,adv.all,,-20.4081,1,0,1
incantations,NOUN,NNS,n,noun.communication,spell > speech > auditory_communication,-0.2147,1,0,0
include,VERB,VB,v,verb.stative,,-4.804266666666667,3,1,2
incoher,VERB,VB,,,,-4.4627,2,0,2
incoherently,ADV,RB,r,adv.all,,20.3671,1,1,0
increase,VERB,VB,n,noun.quantity,indefinite_quantity > measure > abstraction,-3.7271571428571426,7,2,5
increasingly,ADV,RB,r,adv.all,,-9.9716,1,0,1
indeed,ADV,RB,r,adv.all,,-4.2428,1,0,1
indicating,VERB,VBG,v,verb.communication,tell > inform > communicate,-10.8068,1,0,1
indiffer,VERB,VB,,,,20.3532,1,1,0
indifferently,ADV,RB,r,adv.all,,20.1561,1,1,0
indignantly,ADV,RB,r,adv.all,,-0.0562,2,1,1
indiscriminately,ADV,RB,r,adv.all,,0.4675,1,1,0
indulge,VERB,VB,v,verb.social,,-10.1668,1,0,1
inexplicable,VERB,VB,a,adj.all,,-1.4334,1,0,1
inflict,VERB,VB,v,verb.communication,communicate > interact > act,-20.0825,1,0,1
inform,VERB,VB,v,verb.communication,communicate > interact > act,-3.1357769230769232,13,1,12
infuse,VERB,VB,v,verb.cognition,drill > teach > inform,-0.65,1,0,1
ingested,VERB,VBN,v,verb.consumption,,-0.8053,1,0,1
inhal,VERB,VB,,,,0.2951,1,0,0
inhaled,VERB,VBN,v,verb.consumption,smoke > consume,-4.512575,4,0,3
initiate,VERB,VB,n,noun.person,unskilled_person > person > causal_agent,0.7085,1,1,0
