frm,to,fwd,rev,e_fwd,e_rev,p,bonf
asked,offered,429,102,30,23,1.0903024357472563e-48,True
receive,check,267,30,32,13,1.1148084779542751e-48,True
threw,forced,275,33,35,11,1.1224000963393624e-48,True
stuck,began,356,67,32,16,1.1448087304397968e-48,True
say,let,356,67,34,17,1.1448087304397968e-48,True
told,broke,462,119,34,28,1.1893754230234605e-48,True
dropped,checked,347,63,33,12,1.2318261944352177e-48,True
the,claimed,460,118,32,24,1.2342474835596674e-48,True
set,stepped,536,159,32,27,1.3133945908699691e-48,True
know,look,505,142,36,28,1.3285090179668067e-48,True
still,consider,247,23,34,10,1.4292570060875498e-48,True
stop,clarify,300,43,31,12,1.4359557529721492e-48,True
wrote,decided,290,39,29,13,1.4679160995671995e-48,True
quit,try,244,22,31,14,1.501731849753117e-48,True
send,proceed,244,22,26,12,1.501731849753117e-48,True
ripped,pulled,235,19,30,6,1.5229126874765648e-48,True
____,was,194,7,6,4,1.5270761763024774e-48,True
was,if,312,48,31,20,1.534172474564476e-48,True
dropped,scanned,241,21,29,9,1.5446410211405628e-48,True
as,now,333,57,31,17,1.5604807071031813e-48,True
change,explain,277,34,29,20,1.612932318611545e-48,True
expect,talk,269,31,36,13,1.6721350702271802e-48,True
we,placed,353,66,35,20,1.736867200972509e-48,True
sue,do,414,95,37,28,1.750448451127211e-48,True
walked,watched,816,328,36,34,1.7972311374502213e-48,True
think,explain,335,58,35,20,1.8147962302223706e-48,True
brought,placed,537,160,34,28,1.8573189071829948e-48,True
he,stuffed,328,55,32,15,1.940439705854156e-48,True
ran,gently,385,81,35,14,1.9441298410280615e-48,True
use,speak,337,59,30,25,2.097581432659004e-48,True
he,wrapped,391,84,31,19,2.2158027739928634e-48,True
drove,decided,225,16,30,6,2.2653750179467743e-48,True
in,gazed,225,16,25,6,2.2653750179467743e-48,True
kissed,pulled,522,152,32,24,2.36103129131551e-48,True
shoved,leaned,299,43,34,12,2.5132573228571804e-48,True
sue,start,311,48,32,14,2.6607605756522555e-48,True
called,smiled,608,201,32,32,2.6714218436582167e-48,True
jumped,laughed,197,8,32,5,2.7299156983255578e-48,True
leave,report,260,28,31,19,2.774644406801674e-48,True
told,settled,260,28,28,6,2.774644406801674e-48,True
at,she,325,54,34,18,2.81356222546687e-48,True
put,wiped,411,94,26,23,2.8227467004430385e-48,True
all,do,237,20,36,13,2.8659426423981443e-48,True
in,used,352,66,34,16,2.928440135469291e-48,True
had,feel,257,27,35,13,3.196106452981824e-48,True
mention,seek,301,44,30,9,3.227540909193123e-48,True
his,demanded,301,44,32,17,3.227540909193123e-48,True
his,spoke,490,135,32,18,3.299943736386465e-48,True
let,inform,221,15,25,9,3.698680141906141e-48,True
went,said,1476,787,38,32,3.91588245649379e-48,True
tell,try,444,111,36,26,3.922302452214042e-48,True
say,a,251,25,26,11,4.04852949224889e-48,True
wrote,made,508,145,31,22,4.0655898526428845e-48,True
threw,prepared,224,16,28,6,4.231370343341126e-48,True
put,clarify,224,16,29,8,4.231370343341126e-48,True
turned,couldn't,224,16,26,11,4.231370343341126e-48,True
returned,tucked,298,43,30,17,4.3969600678609186e-48,True
after,felt,248,24,32,12,4.4428671970733176e-48,True
move,talk,408,93,36,20,4.548211413377186e-48,True
gave,laughed,410,94,27,23,4.5979212573934293e-48,True
use,follow,305,46,30,24,5.171705761753735e-48,True
i,stormed,236,20,25,12,5.28784859425673e-48,True
never,feel,236,20,34,9,5.28784859425673e-48,True
be,break,312,49,28,18,5.672659376519782e-48,True
at,made,256,27,32,10,5.78710581248286e-48,True
send,discuss,256,27,29,15,5.78710581248286e-48,True
mention,respond,217,14,35,12,5.853483212946212e-48,True
gave,approached,217,14,25,8,5.853483212946212e-48,True
called,quickly,372,76,34,17,6.717723345208056e-48,True
she,adjusted,203,10,30,6,6.827091157687151e-48,True
jumped,it,337,60,36,16,6.964297520125617e-48,True
the,realized,514,149,32,23,7.225375016469293e-48,True
stole,found,405,92,37,20,7.322276826885083e-48,True
gave,caused,250,25,28,11,7.366826714222713e-48,True
a,gently,350,66,29,13,8.313754238518799e-48,True
they,forgot,226,17,33,13,8.706643885356445e-48,True
______,the,244,23,5,4,8.755594103177912e-48,True
the,took,2111,1270,37,37,8.797400048529142e-48,True
tried,locked,294,42,28,15,1.0426739065642723e-47,True
it,breathed,255,27,24,14,1.0474708893982982e-47,True
prayed,felt,255,27,33,10,1.0474708893982982e-47,True
asked,provided,289,40,30,19,1.06903329651556e-47,True
the,bowed,434,107,28,20,1.1084548592001168e-47,True
never,not,345,64,34,20,1.1326553630283098e-47,True
move,follow,271,33,31,20,1.1408562789334484e-47,True
put,waited,781,309,35,27,1.151590651645309e-47,True
dropped,stared,459,120,29,15,1.158594985377209e-47,True
pulled,scanned,252,26,30,8,1.1942578583751126e-47,True
keep,escalate,202,10,30,7,1.3016408499272447e-47,True
get,feel,552,171,38,33,1.3286647835226622e-47,True
tried,gazed,281,37,28,12,1.3766931606990756e-47,True
think,take,379,80,37,21,1.385191041806147e-47,True
told,have,322,54,36,20,1.42003160391128e-47,True
smashed,it,483,133,35,22,1.4454419314111418e-47,True
asked,recited,246,24,27,11,1.478103668632942e-47,True
when,was,824,337,37,30,1.509109105870979e-47,True
then,tucked,692,254,27,24,1.5929937226643886e-47,True
was,disappeared,387,84,30,27,1.6278280925421832e-47,True
shook,grinned,212,13,24,6,1.6871442353273387e-47,True
lifted,checked,212,13,29,9,1.6871442353273387e-47,True
returned,offered,342,63,32,18,1.7095258623717163e-47,True
do,speak,391,86,30,22,1.7317664367983495e-47,True
was,suddenly,234,20,25,12,1.7983562698515426e-47,True
the,turned,1972,1165,36,36,1.8401779731897776e-47,True
she,gave,1299,663,37,36,2.0056097893017934e-47,True
at,he,361,72,36,22,2.362367907139863e-47,True
dragged,shouted,280,37,34,17,2.4343177687423037e-47,True
set,examined,280,37,28,17,2.4343177687423037e-47,True
it,bowed,290,41,30,15,2.4636426761899754e-47,True
see,follow,285,39,33,22,2.4959330621261126e-47,True
go,make,616,209,34,28,2.609090706708328e-47,True
also,understand,245,24,29,14,2.6945991506105366e-47,True
tried,pulled,993,450,34,33,2.729219343770794e-47,True
stop,do,489,137,37,29,2.7337363398886117e-47,True
move,prepare,221,16,27,9,2.752550361809481e-47,True
put,later,392,87,30,23,2.913986686407279e-47,True
complain,do,256,28,32,12,2.947624281363525e-47,True
really,note,224,17,30,9,3.013624992500785e-47,True
turned,accidentally,197,9,31,8,3.1406659593324845e-47,True
now,believe,227,18,33,11,3.1984990555519496e-47,True
went,what,282,38,26,12,3.2901339726941197e-47,True
we,offered,282,38,33,16,3.2901339726941197e-47,True
cut,whispered,204,11,31,2,3.5165461287722103e-47,True
left,immediately,481,133,33,19,3.558566674477739e-47,True
it,provided,269,33,27,14,3.6286686154065573e-47,True
he,sent,1301,666,36,34,3.7030953216114006e-47,True
like,take,261,30,39,14,3.755379059484689e-47,True
waited,thought,377,80,33,20,3.781195503501674e-47,True
we,got,437,110,36,19,4.234286090386543e-47,True
brought,found,475,130,36,28,4.2844726332832163e-47,True
for,the,338,62,38,20,4.354069402869554e-47,True
put,caught,247,25,27,10,4.428846977966397e-47,True
at,there,266,32,31,14,4.510722818467334e-47,True
look,provide,200,10,29,4,4.728263442876991e-47,True
sat,pressed,454,119,33,24,4.83574507763848e-47,True
she,ended,322,55,33,20,4.884875075877804e-47,True
pulled,caused,220,16,31,11,5.135232709428346e-47,True
a,bowed,276,36,24,10,5.579977048812955e-47,True
in,fled,223,17,32,8,5.60411295066746e-47,True
keep,talk,355,70,35,22,5.652001753569024e-47,True
a,nodded,324,56,25,13,5.685925034356516e-47,True
her,shouted,324,56,30,19,5.685925034356516e-47,True
set,immediately,324,56,28,15,5.685925034356516e-47,True
in,added,478,132,35,23,5.947430273876366e-47,True
asked,caused,232,20,31,12,6.10796151363052e-47,True
it,offered,634,221,35,30,6.232073558885604e-47,True
know,try,518,154,37,27,6.54137372604717e-47,True
when,added,474,130,33,28,6.732953157962385e-47,True
they,replaced,246,25,35,11,8.047179271311946e-47,True
got,tucked,321,55,29,14,8.349718547844035e-47,True
he,carried,447,116,36,25,8.725790233203757e-47,True
tell,look,565,181,35,31,8.861138044616164e-47,True
stood,sighed,369,77,23,13,8.947184791845593e-47,True
it,spoke,528,160,31,27,9.019642821653723e-47,True
he,removed,445,115,36,19,9.081476617688905e-47,True
got,didn,270,34,16,8,9.13601955913758e-47,True
used,leaned,354,70,29,18,9.448611223081087e-47,True
pushed,murmured,219,16,20,7,9.57752183210759e-47,True
a,listened,290,42,29,16,9.776103435686683e-47,True
ran,paused,237,22,25,3,1.0458337151012122e-46,True
pushed,said,1056,496,38,29,1.0696245070798865e-46,True
had,declared,225,18,24,11,1.0987791979798814e-46,True
said,only,334,61,31,21,1.1079966226955346e-46,True
covered,began,334,61,32,18,1.1079966226955346e-46,True
beat,held,228,19,32,7,1.1264691751716727e-46,True
kissed,offered,228,19,32,13,1.1264691751716727e-46,True
asked,approached,209,13,25,10,1.1291282354191219e-46,True
she,declared,209,13,27,11,1.1291282354191219e-46,True
wrote,need,195,9,36,7,1.1491893327778618e-46,True
she,thought,383,84,33,20,1.1871883597866438e-46,True
told,they,1156,566,37,35,1.2728510137908451e-46,True
as,laughed,245,25,27,11,1.4616254873990945e-46,True
handed,whispered,340,64,33,10,1.5458697481379347e-46,True
ordered,shouted,294,44,31,13,1.5817513764253793e-46,True
had,didn,274,36,12,8,1.747777011091482e-46,True
he,read,494,142,35,27,1.75462003281103e-46,True
pushed,spoke,308,50,28,15,1.819422418799683e-46,True
cut,shouted,308,50,35,17,1.819422418799683e-46,True
with,felt,357,72,31,20,1.826125650749259e-46,True
started,now,492,141,36,29,1.8936087499635833e-46,True
make,proceed,236,22,32,7,1.914810425295666e-46,True
threw,hurried,296,45,28,15,1.983155953807888e-46,True
they,prepared,233,21,31,12,2.014022342500913e-46,True
now,want,224,18,31,13,2.0355502712449903e-46,True
will,would,266,33,36,14,2.0521701355254326e-46,True
start,inform,227,19,29,10,2.0804515805834676e-46,True
wondered,realized,208,13,33,7,2.1266799595914776e-46,True
the,thought,587,195,31,28,2.1290242492908307e-46,True
walked,stepped,499,145,31,23,2.1534650875312413e-46,True
she,stomped,258,30,28,14,2.1682645516299857e-46,True
never,want,194,9,33,9,2.197515637576401e-46,True
after,ended,194,9,31,6,2.197515637576401e-46,True
opened,closed,398,92,31,18,2.2261336271827306e-46,True
he,proceeded,824,342,34,21,2.2407665664384158e-46,True
when,how,247,26,30,11,2.3355508204696954e-46,True
ask,talk,337,63,33,23,2.34596621138896e-46,True
his,set,578,190,33,31,2.5409400358191653e-46,True
hit,stormed,211,14,25,7,2.5684187733338287e-46,True
took,ended,339,64,36,26,2.603708888575194e-46,True
told,feel,244,25,36,11,2.653791059737137e-46,True
i,thought,375,81,31,21,2.90978234658096e-46,True
we,decided,241,24,28,11,2.965375804204407e-46,True
sent,accidentally,214,15,27,9,2.978235410085173e-46,True
she,squeezed,389,88,28,24,3.4769236564102868e-46,True
have,understand,391,89,27,17,3.52582908354752e-46,True
change,follow,265,33,32,22,3.6532679892041316e-46,True
left,gazed,325,58,28,10,3.7123169947878485e-46,True
smiled,carefully,290,43,26,17,3.800560311188341e-46,True
see,take,472,131,35,25,3.8327523980668196e-46,True
her,found,558,179,36,28,3.841457079788244e-46,True
pay,try,336,63,33,20,3.9556123972924986e-46,True
i,stomped,336,63,20,16,3.9556123972924986e-46,True
bent,stepped,207,13,30,8,4.004424381562972e-46,True
had,pressed,366,77,25,19,4.056603408493767e-46,True
dumped,carefully,193,9,33,4,4.201213205368683e-46,True
wrote,want,193,9,33,9,4.201213205368683e-46,True
took,scattered,246,26,25,12,4.228216943142752e-46,True
to,provided,254,29,33,7,4.697674443178118e-46,True
brought,pulled,517,156,32,28,4.745182651606477e-46,True
took,began,1343,703,36,35,4.7875037620921685e-46,True
say,submit,292,44,31,15,4.790498950224661e-46,True
said,gently,547,173,32,31,4.821454268576252e-46,True
used,began,866,371,34,31,4.956587967076771e-46,True
sat,handed,617,214,33,30,5.0476454011276975e-46,True
her,squeezed,287,42,27,16,5.2145798480671905e-46,True
threw,scanned,282,40,31,7,5.4944757847253556e-46,True
when,demanded,213,15,29,7,5.5682378665875375e-46,True
opened,gazed,277,38,26,9,5.587423763603772e-46,True
set,glanced,386,87,27,18,5.587587090820283e-46,True
would,it,689,258,35,33,5.816867265447801e-46,True
was,pretended,333,62,27,18,5.994630971923925e-46,True
never,expect,216,16,32,10,6.201968889708279e-46,True
when,suddenly,196,10,28,8,6.221475838303101e-46,True
it,checked,555,178,32,30,6.496147453183621e-46,True
to,proceeded,467,129,34,18,6.83255936291676e-46,True
give,look,452,121,36,29,6.9010124962708145e-46,True
it,closed,606,208,34,27,7.286600080397472e-46,True
when,proceeded,328,60,26,11,8.074635403962933e-46,True
with,leaned,266,34,25,12,9.092291580377351e-46,True
note,contact,305,50,30,21,9.273557906054307e-46,True
told,later,405,97,33,22,9.394696705764012e-46,True
drew,began,405,97,34,22,9.394696705764012e-46,True
asked,decided,470,131,31,24,9.404140144362536e-46,True
he,stopped,397,93,34,23,9.565031744313077e-46,True
his,claimed,332,62,30,14,1.0114249296716718e-45,True
on,noticed,202,12,33,5,1.1353928418744784e-45,True
drove,shouted,263,33,32,17,1.1563240607117164e-45,True
brought,discovered,233,22,28,13,1.172687472239118e-45,True
started,caused,247,27,31,11,1.1904029551761259e-45,True
threw,declared,230,21,28,7,1.2439571753119176e-45,True
that,shared,227,20,27,9,1.290815188200735e-45,True
was,requested,221,18,25,13,1.2916319275533392e-45,True
have,appeal,374,82,35,29,1.336170323987105e-45,True
he,led,511,154,37,29,1.3490332089981263e-45,True
say,call,410,100,35,28,1.4574585723318695e-45,True
call,write,384,87,34,22,1.4899671815452927e-45,True
called,immediately,329,61,34,22,1.530599603986985e-45,True
called,paused,191,9,23,4,1.5344874793053407e-45,True
call,report,297,47,30,17,1.569277459103116e-45,True
threw,headed,498,147,32,22,1.6251452554695293e-45,True
told,led,359,75,33,20,1.6638348552732457e-45,True
ran,ended,208,14,33,8,1.6947448433009332e-45,True
bent,stared,208,14,26,7,1.6947448433009332e-45,True
told,how,313,54,35,18,1.7822529022228593e-45,True
dropped,pocketed,238,24,30,11,1.7847773797880863e-45,True
was,stuffed,363,77,31,19,1.8314883304508555e-45,True
was,shattered,299,48,27,18,1.9049268135441823e-45,True
smashed,felt,235,23,26,11,1.9747723782329695e-45,True
took,locked,423,107,34,27,1.9763781089765302e-45,True
found,carefully,335,64,28,23,2.085689734927901e-45,True
put,read,457,125,34,26,2.1565208859079038e-45,True
his,placed,615,215,34,33,2.1565428377860493e-45,True
we,looked,373,82,35,22,2.193411204270113e-45,True
add,report,254,30,34,15,2.2333828507139505e-45,True
that,got,524,162,37,20,2.2685219065574546e-45,True
i,shattered,226,20,22,9,2.373585218343122e-45,True
give,review,220,18,29,7,2.3896513760810345e-45,True
she,slammed,381,86,34,19,2.395512475623772e-45,True
he,helped,383,87,33,21,2.431328526468491e-45,True
did,found,623,220,37,31,2.4522106096591913e-45,True
bent,pulled,243,26,30,14,2.5029821802081922e-45,True
keep,take,391,91,36,23,2.511684988985974e-45,True
tried,let,849,363,34,32,2.5598405178217277e-45,True
set,noticed,310,53,33,20,2.6156958071619308e-45,True
killed,now,204,13,32,5,2.6688069138056152e-45,True
_____,said,204,13,7,4,2.6688069138056152e-45,True
change,start,303,50,34,18,2.740313784519815e-45,True
she,tucked,240,25,28,8,2.8730669113891273e-45,True
we,used,314,55,31,17,3.514502010137827e-45,True
said,also,585,198,33,33,3.785370854156594e-45,True
it,strode,276,39,23,13,3.9873184115945427e-45,True
kept,grinned,213,16,23,8,4.0047645568775357e-45,True
kissed,smiled,316,56,31,22,4.034440359715353e-45,True
on,watched,353,73,36,19,4.102740566490204e-45,True
i,scattered,216,17,24,11,4.271285213133416e-45,True
expect,speak,193,10,31,5,4.287257626375972e-45,True
look,address,219,18,28,12,4.4196032977288723e-45,True
quit,mention,222,19,28,10,4.447751416480466e-45,True
prayed,offered,203,13,29,10,5.019495152416623e-45,True
she,turned,910,405,35,34,5.228916265177992e-45,True
wait,inform,196,11,32,6,5.885112181577998e-45,True
change,respond,196,11,32,9,5.885112181577998e-45,True
asked,stared,762,308,33,31,5.889858584154681e-45,True
i,turned,920,412,35,31,5.977573687559675e-45,True
i,quickly,403,98,26,18,6.279050390214556e-45,True
a,warned,260,33,26,17,6.490999314667058e-45,True
ran,noticed,299,49,33,8,6.791197664733087e-45,True
i,shared,252,30,28,14,7.150317676320143e-45,True
sat,approached,212,16,28,8,7.452705327096308e-45,True
left,then,1261,651,33,30,7.7964842151134e-45,True
tore,whispered,192,10,29,3,8.154393932215076e-45,True
a,proceed,218,18,26,10,8.171160013685633e-45,True
smashed,missed,221,19,31,10,8.19759635381963e-45,True
asked,locked,330,63,28,19,9.001048092814163e-45,True
to,left,366,80,37,21,9.158467645861246e-45,True
climbed,stepped,267,36,30,15,9.37965096535409e-45,True
the,knelt,368,81,25,20,9.427837762193938e-45,True
a,requested,238,25,27,12,9.431505208400323e-45,True
started,leaned,745,298,30,29,9.587605703008247e-45,True
put,prayed,406,100,27,26,9.74265999128579e-45,True
did,noticed,321,59,33,15,9.953489219601995e-45,True
a,sat,699,269,36,29,1.0110616164538773e-44,True
pulled,noticed,380,87,31,17,1.0534059972952415e-44,True
asked,declared,205,14,27,10,1.1152602088694618e-44,True
also,do,419,107,35,22,1.2834556115794624e-44,True
she,stormed,229,22,28,11,1.3072732777068043e-44,True
as,let,327,62,28,13,1.3731478475136347e-44,True
give,focus,211,16,28,10,1.3864665355924223e-44,True
opened,shouted,256,32,33,19,1.4635546312371254e-44,True
leave,proceed,214,17,28,8,1.4689476896735282e-44,True
asked,believe,223,20,31,11,1.4726464887175569e-44,True
her,smiled,625,224,34,27,1.4869334327643317e-44,True
get,remind,344,70,31,18,1.569797052723308e-44,True
don't,have,271,38,31,18,1.648299549590003e-44,True
slammed,whispered,266,36,33,9,1.653997498500064e-44,True
add,appeal,237,25,28,11,1.707823303701257e-44,True
let,talk,311,55,34,20,1.7334698085579091e-44,True
waited,approached,201,13,29,6,1.7740443989589063e-44,True
use,explain,350,73,28,23,1.868867729946568e-44,True
when,locked,245,28,28,14,1.89604348847176e-44,True
give,talk,420,108,35,27,1.9729627085694845e-44,True
walked,gently,313,56,33,18,1.9795341632367807e-44,True
told,breathed,258,33,29,7,2.0458519944544631e-44,True
