a,b,cos,jaccard,n_a,n_b,open_a,open_b
gi_primary:If,usas:N4,0.04814523458480835,0.0,28,11,0.7857142857142857,0.6363636363636364
framenet:Self_motion,usas:I2.2,0.04814887046813965,0.0,68,11,1.0,1.0
gi_primary:WltTot,usas:A2.2,0.04814887046813965,0.0,40,13,0.975,1.0
usas:M1,verbnet:advise,0.04815107583999634,0.0,113,12,0.9911504424778761,1.0
framenet:Experiencer_obj,gi_primary:Legal,0.048152029514312744,0.0,14,24,0.9285714285714286,0.9583333333333334
gi_primary:EnlOth,verbnet:battle,0.04815340042114258,0.029411764705882353,92,13,0.9891304347826086,1.0
gi_primary:POLIT,rid:sensation,0.048156023025512695,0.00684931506849315,35,112,0.9428571428571428,1.0
framenet:Desiring,usas:S7.1,0.04815632104873657,0.0,8,24,0.875,0.9583333333333334
framenet:Self_motion,gi_primary:Strong,0.04816126823425293,0.02258064516129032,68,249,1.0,0.9558232931726908
framenet:Closure,usas:S7.1,0.04816412925720215,0.0,10,24,1.0,0.9583333333333334
framenet:Emptying,rid:social_behavior,0.04816555976867676,0.0,9,134,1.0,1.0
induced:bodily_violence,usas:T2,0.04816889762878418,0.0,26,30,1.0,1.0
rid:order,wordnet:competition,0.04816913604736328,0.0,10,12,1.0,1.0
usas:X2.4,verbnet:admire,0.048169732093811035,0.0,23,28,1.0,0.9642857142857143
gi_primary:WlbLoss,usas:B5,0.04816991090774536,0.0,21,23,1.0,1.0
gi_primary:WlbPsyc,verbnet:force,0.04817163944244385,0.07692307692307693,14,14,1.0,1.0
gi_primary:COM,rid:temporal_references,0.04817402362823486,0.0,80,35,0.9875,0.7714285714285715
gi_primary:Causal,usas:X7,0.048179030418395996,0.023255813953488372,15,29,0.6666666666666666,0.9655172413793104
framenet:Change_position_on_a_scale,gi_primary:Rise,0.04818028211593628,0.0,17,10,1.0,1.0
gi_primary:Strong,verbnet:calibratable_cos,0.04818075895309448,0.011278195488721804,249,20,0.9558232931726908,1.0
gi_primary:RcEthic,usas:T2,0.0481833815574646,0.0,20,30,0.95,1.0
framenet:Statement,verbnet:future_having,0.04818469285964966,0.0,54,10,1.0,0.8
usas:Q1.2,verbnet:long,0.048185110092163086,0.0,30,8,1.0,1.0
gi_primary:Strong,verbnet:contribute,0.04818534851074219,0.0,249,21,0.9558232931726908,1.0
framenet:Body_movement,verbnet:accompany,0.04818737506866455,0.0,47,8,1.0,1.0
gi_primary:TrnLoss,verbnet:carry,0.04818922281265259,0.0,37,17,1.0,1.0
gi_primary:EnlOth,usas:Z5,0.0481906533241272,0.0,92,45,0.9891304347826086,0.2222222222222222
induced:speech_act,verbnet:create,0.04819303750991821,0.0,39,14,1.0,1.0
framenet:Request,usas:I2.2,0.04819643497467041,0.0,24,11,1.0,1.0
framenet:Cogitation,usas:Q2.1,0.048196613788604736,0.0,9,33,1.0,1.0
gi_primary:EnlOth,usas:A7,0.04820173978805542,0.009259259259259259,92,17,0.9891304347826086,0.8235294117647058
gi_primary:Work,verbnet:dress,0.048201918601989746,0.030612244897959183,90,11,0.9888888888888889,1.0
framenet:Change_position_on_a_scale,verbnet:break,0.04820406436920166,0.0,17,16,1.0,1.0
framenet:Cause_change_of_position_on_a_scale,gi_primary:IAV,0.04820430278778076,0.0042643923240938165,9,462,1.0,0.9805194805194806
induced:property_damage,usas:L1,0.048205018043518066,0.0,16,13,1.0,1.0
gi_primary:Space,verbnet:characterize,0.04820519685745239,0.0,71,22,0.7183098591549296,1.0
gi_primary:WlbPsyc,usas:X2.1,0.04820561408996582,0.029411764705882353,14,21,1.0,1.0
gi_primary:Pain,verbnet:characterize,0.048206210136413574,0.0,24,22,1.0,1.0
gi_primary:Need,usas:S6,0.04820770025253296,0.047619047619047616,13,9,0.9230769230769231,0.7777777777777778
gi_primary:Social,usas:A10,0.048207759857177734,0.0,19,39,1.0,1.0
induced:entity_noun,usas:N5,0.048207998275756836,0.01639344262295082,39,23,1.0,0.782608695652174
usas:A1.1.2,verbnet:pocket,0.04820805788040161,0.0,32,15,1.0,0.8666666666666667
framenet:Manipulation,usas:X2.2,0.048210322856903076,0.0,38,14,1.0,1.0
gi_primary:TrnGain,verbnet:say,0.048210859298706055,0.0,38,25,1.0,1.0
usas:A11.1,verbnet:get,0.04821377992630005,0.0,9,30,0.7777777777777778,1.0
gi_primary:DAV,wordnet:cognition,0.04821598529815674,0.003367003367003367,281,17,0.9893238434163701,1.0
gi_primary:RspTot,usas:O4.6,0.048216938972473145,0.0,34,12,0.9705882352941176,1.0
framenet:Cause_motion,induced:process_event,0.04821819067001343,0.0,14,14,1.0,1.0
gi_primary:Try,usas:S7.1,0.0482182502746582,0.0,28,24,0.9642857142857143,0.9583333333333334
gi_primary:EnlOth,usas:Q1.2,0.048218727111816406,0.06086956521739131,92,30,0.9891304347826086,1.0
usas:T2,verbnet:put,0.04822057485580444,0.022727272727272728,30,15,1.0,1.0
gi_primary:WlbPhys,verbnet:escape,0.04822134971618652,0.0,47,29,1.0,1.0
usas:X3.4,verbnet:contiguous_location,0.04822182655334473,0.0,16,18,1.0,1.0
framenet:Change_position_on_a_scale,gi_primary:Solve,0.04822182655334473,0.0,17,73,1.0,0.958904109589041
verbnet:admit,wordnet:stative,0.04822200536727905,0.030303030303030304,8,26,1.0,0.8076923076923077
verbnet:obtain,wordnet:consumption,0.04823046922683716,0.0,11,12,1.0,1.0
framenet:Desiring,gi_primary:Ngtv,0.04823124408721924,0.005917159763313609,8,162,0.875,0.9876543209876543
framenet:Ingestion,verbnet:contribute,0.04823261499404907,0.0,12,21,1.0,1.0
usas:O4.1,verbnet:build,0.04823267459869385,0.025,15,26,1.0,1.0
framenet:Bringing,gi_primary:SocRel,0.048233628273010254,0.011764705882352941,9,163,1.0,0.9815950920245399
gi_primary:PLACE,verbnet:get,0.04823404550552368,0.0,48,30,1.0,1.0
verbnet:bill,wordnet:cognition,0.04823410511016846,0.0,9,17,1.0,1.0
induced:nonverbal_expression,verbnet:cheat,0.04823523759841919,0.0,18,10,1.0,1.0
gi_primary:ComForm,verbnet:bill,0.048236727714538574,0.011428571428571429,168,9,0.9880952380952381,1.0
framenet:Evidence,induced:locomotion_posture,0.04824018478393555,0.0,16,67,1.0,1.0
verbnet:assessment,wordnet:stative,0.04824066162109375,0.0,8,26,1.0,0.8076923076923077
framenet:Arriving,gi_primary:Active,0.048241496086120605,0.009195402298850575,15,424,1.0,0.9905660377358491
framenet:Experiencer_obj,gi_primary:NatrPro,0.04824167490005493,0.0,14,45,0.9285714285714286,1.0
gi_primary:Work,rid:positive_affect,0.04824185371398926,0.009615384615384616,90,15,0.9888888888888889,1.0
framenet:Change_position_on_a_scale,usas:O4.6,0.048246681690216064,0.0,17,12,1.0,1.0
gi_primary:EnlTot,verbnet:future_having,0.04825073480606079,0.0,129,10,0.9844961240310077,0.8
gi_primary:EnlTot,verbnet:lecture,0.048251330852508545,0.03759398496240601,129,9,0.9844961240310077,1.0
gi_primary:PosAff,usas:E4.1,0.048252761363983154,0.02702702702702703,22,16,0.9545454545454546,1.0
gi_primary:Travel,rid:expressive_behavior,0.04825329780578613,0.011904761904761904,62,23,0.967741935483871,1.0
gi_primary:Passive,usas:B5,0.0482562780380249,0.0,181,23,0.9779005524861878,1.0
usas:E3,wordnet:unassigned,0.04825711250305176,0.013071895424836602,35,120,1.0,0.4583333333333333
framenet:Commitment,verbnet:peer,0.04825758934020996,0.0,8,16,1.0,1.0
induced:contact_care,verbnet:cheat,0.04825800657272339,0.0,18,10,1.0,1.0
gi_primary:ECON,verbnet:bill,0.04825955629348755,0.07692307692307693,47,9,0.9787234042553191,1.0
framenet:Arriving,verbnet:conjecture,0.04826211929321289,0.0,15,23,1.0,1.0
gi_primary:Finish,usas:Q1.2,0.0482635498046875,0.0,29,30,0.9310344827586207,1.0
framenet:Attaching,verbnet:build,0.04826599359512329,0.0,14,26,1.0,1.0
gi_primary:RspOth,rid:icarian_imagery,0.04826784133911133,0.008620689655172414,16,101,0.9375,0.9900990099009901
framenet:Commitment,verbnet:butter,0.048271238803863525,0.0,8,20,1.0,1.0
induced:contact_care,verbnet:long,0.04827314615249634,0.0,18,8,1.0,1.0
framenet:Cause_motion,gi_primary:Fetch,0.04827320575714111,0.02564102564102564,14,26,1.0,1.0
gi_primary:ComnObj,usas:N5,0.04827600717544556,0.0,23,23,0.9565217391304348,0.782608695652174
usas:B1,verbnet:peer,0.048277199268341064,0.0,50,16,1.0,1.0
framenet:Sending,rid:regressive_cognition,0.04828071594238281,0.016129032258064516,8,118,1.0,0.8813559322033898
induced:contact_care,verbnet:get,0.04828125238418579,0.0,18,30,1.0,1.0
induced:speech_act,verbnet:force,0.04828232526779175,0.019230769230769232,39,14,1.0,1.0
framenet:Commitment,verbnet:spray,0.04828232526779175,0.0,8,14,1.0,1.0
gi_primary:Pain,usas:T2,0.048287391662597656,0.0,24,30,1.0,1.0
gi_primary:Passive,wordnet:competition,0.04828745126724243,0.005208333333333333,181,12,0.9779005524861878,1.0
induced:speech_act,verbnet:chase,0.04828923940658569,0.0,39,8,1.0,1.0
usas:B4,verbnet:build,0.04828929901123047,0.0,9,26,1.0,1.0
induced:transfer_possession,usas:E3,0.048290371894836426,0.0,29,35,1.0,1.0
rid:restraint,verbnet:chew,0.048290371894836426,0.0,37,10,0.972972972972973,1.0
framenet:Arriving,verbnet:crane,0.04829108715057373,0.0,15,25,1.0,1.0
gi_primary:SocRel,induced:person_reference,0.048292458057403564,0.0,163,30,0.9815950920245399,0.36666666666666664
framenet:Ingestion,gi_primary:Pain,0.0482938289642334,0.02857142857142857,12,24,1.0,1.0
rid:regressive_cognition,verbnet:accompany,0.04829460382461548,0.0,118,8,0.8813559322033898,1.0
gi_primary:Positiv,usas:B1,0.048295557498931885,0.00558659217877095,130,50,0.9846153846153847,1.0
framenet:Make_noise,rid:social_behavior,0.04829806089401245,0.0,13,134,1.0,1.0
framenet:Body_movement,gi_primary:Quality,0.0483013391494751,0.010869565217391304,47,46,1.0,1.0
rid:affection,usas:A1.1.2,0.04830235242843628,0.0,12,32,0.9166666666666666,1.0
induced:ritual_observance,rid:positive_affect,0.04830390214920044,0.0,11,15,1.0,1.0
gi_primary:EnlTot,wordnet:possession,0.04830479621887207,0.0189873417721519,129,32,0.9844961240310077,0.90625
gi_primary:Hostile,verbnet:dress,0.04830491542816162,0.0,136,11,0.9926470588235294,1.0
induced:bodily_violence,verbnet:accompany,0.04830610752105713,0.0,26,8,1.0,1.0
gi_primary:FormLw,verbnet:butter,0.04831051826477051,0.0,80,20,0.9875,1.0
gi_primary:Hostile,wordnet:change,0.048311591148376465,0.0058823529411764705,136,35,0.9926470588235294,0.9714285714285714
induced:grammatical_function,verbnet:say,0.048311710357666016,0.0,100,25,0.42,1.0
usas:E3,verbnet:admire,0.04831212759017944,0.0,35,28,1.0,0.9642857142857143
gi_primary:ComnObj,usas:A1.1.1,0.04831242561340332,0.0,23,90,0.9565217391304348,0.9444444444444444
gi_primary:NatrPro,verbnet:calibratable_cos,0.048315584659576416,0.031746031746031744,45,20,1.0,1.0
framenet:Bringing,gi_primary:Power,0.04831647872924805,0.028037383177570093,9,101,1.0,0.9603960396039604
framenet:Perception_active,gi_primary:IAV,0.04831761121749878,0.008298755186721992,24,462,1.0,0.9805194805194806
framenet:Arriving,verbnet:begin,0.04831969738006592,0.0,15,9,1.0,1.0
gi_primary:Fetch,wordnet:unassigned,0.04832100868225098,0.0,26,120,1.0,0.4583333333333333
framenet:Path_shape,gi_primary:RcTot,0.04832273721694946,0.0,18,38,1.0,0.9473684210526315
gi_primary:Strong,usas:A1.1.2,0.04832291603088379,0.040740740740740744,249,32,0.9558232931726908,1.0
framenet:Removing,verbnet:indicate,0.04832369089126587,0.0,16,16,1.0,1.0
gi_primary:Passive,verbnet:amalgamate,0.048323869705200195,0.005263157894736842,181,10,0.9779005524861878,1.0
gi_primary:SklOth,usas:Q2.1,0.04832470417022705,0.0,19,33,1.0,1.0
usas:O4.4,wordnet:stative,0.048326194286346436,0.0,10,26,1.0,0.8076923076923077
usas:M6,verbnet:investigate,0.048329830169677734,0.0,26,12,0.6923076923076923,1.0
framenet:Self_motion,gi_primary:Work,0.04833197593688965,0.006369426751592357,68,90,1.0,0.9888888888888889
framenet:Desiring,gi_primary:RcEthic,0.048334717750549316,0.0,8,20,0.875,0.95
verbnet:say,wordnet:unassigned,0.04833555221557617,0.0,25,120,1.0,0.4583333333333333
gi_primary:WlbPhys,verbnet:dress,0.048336029052734375,0.0,47,11,1.0,1.0
framenet:Commitment,usas:X2.2,0.04833662509918213,0.0,8,14,1.0,1.0
framenet:Ingestion,wordnet:creation,0.048337459564208984,0.0,12,16,1.0,1.0
framenet:Departing,verbnet:breathe,0.048338890075683594,0.0,8,16,1.0,1.0
gi_primary:Vice,wordnet:competition,0.048339247703552246,0.043478260869565216,36,12,0.9722222222222222,1.0
framenet:Request,usas:E4.1,0.04834282398223877,0.0,24,16,1.0,1.0
induced:procedural_operation,usas:X3.4,0.04834401607513428,0.0,52,16,1.0,1.0
gi_primary:WlbPsyc,usas:M2,0.04834479093551636,0.00980392156862745,14,89,1.0,1.0
framenet:Body_movement,gi_primary:Passive,0.048345983028411865,0.02702702702702703,47,181,1.0,0.9779005524861878
gi_primary:Object,induced:person_reference,0.04834932088851929,0.0,106,30,0.9905660377358491,0.36666666666666664
gi_primary:PLACE,rid:aggression,0.04835045337677002,0.0,48,83,1.0,0.9879518072289156
gi_primary:Finish,usas:S3.2,0.04835265874862671,0.0,29,12,0.9310344827586207,1.0
framenet:Statement,verbnet:illustrate,0.04835522174835205,0.05084745762711865,54,8,1.0,1.0
gi_primary:DAV,induced:object_handling,0.04835629463195801,0.03485254691689008,281,105,0.9893238434163701,1.0
induced:contact_care,verbnet:remove,0.04835700988769531,0.0,18,10,1.0,1.0
rid:order,verbnet:illustrate,0.048357248306274414,0.0,10,8,1.0,1.0
gi_primary:ABS,wordnet:social,0.04835796356201172,0.0,25,28,0.92,0.9642857142857143
framenet:Arriving,verbnet:other_cos,0.0483585000038147,0.0,15,39,1.0,1.0
usas:X2.4,verbnet:dress,0.04835933446884155,0.0,23,11,1.0,1.0
usas:O4.6,verbnet:breathe,0.04836028814315796,0.0,12,16,1.0,1.0
gi_primary:FormLw,usas:S6,0.04836195707321167,0.011363636363636364,80,9,0.9875,0.7777777777777778
gi_primary:ComForm,rid:expressive_behavior,0.04836207628250122,0.032432432432432434,168,23,0.9880952380952381,1.0
framenet:Ingestion,usas:O4.6,0.048362553119659424,0.0,12,12,1.0,1.0
gi_primary:Tool,rid:social_behavior,0.048364460468292236,0.010869565217391304,52,134,1.0,1.0
gi_primary:PowTot,verbnet:bill,0.04836791753768921,0.012738853503184714,150,9,0.9666666666666667,1.0
gi_primary:PowOth,rid:defensive_symbolization,0.04836803674697876,0.009708737864077669,45,59,0.9333333333333333,1.0
gi_primary:Submit,usas:L1,0.04836833477020264,0.0,58,13,0.9827586206896551,1.0
usas:A2.2,verbnet:butter,0.04837220907211304,0.0,13,20,1.0,1.0
framenet:Departing,usas:T2,0.04837322235107422,0.0,8,30,1.0,1.0
verbnet:destroy,wordnet:competition,0.048373639583587646,0.0,8,12,1.0,1.0
gi_primary:RcTot,induced:transfer_possession,0.048374295234680176,0.03076923076923077,38,29,0.9473684210526315,1.0
gi_primary:ComnObj,usas:X7,0.04837489128112793,0.0196078431372549,23,29,0.9565217391304348,0.9655172413793104
usas:T2,verbnet:assuming_position,0.048375487327575684,0.0,30,19,1.0,1.0
framenet:Communication_noise,usas:L1,0.048376500606536865,0.0,27,13,1.0,1.0
framenet:Arriving,verbnet:build,0.04838240146636963,0.0,15,26,1.0,1.0
gi_primary:EVAL,usas:M6,0.04838442802429199,0.0,22,26,0.9545454545454546,0.6923076923076923
gi_primary:FormLw,usas:G2.1,0.04838871955871582,0.010526315789473684,80,16,0.9875,1.0
framenet:Perception_active,gi_primary:WlbPhys,0.048390328884124756,0.0,24,47,1.0,1.0
gi_primary:Submit,usas:Q1.2,0.04839068651199341,0.0,58,30,0.9827586206896551,1.0
framenet:Self_motion,gi_primary:IAV,0.04839742183685303,0.027131782945736434,68,462,1.0,0.9805194805194806
framenet:Experiencer_obj,wordnet:unassigned,0.048397600650787354,0.0,14,120,0.9285714285714286,0.4583333333333333
rid:anxiety,wordnet:stative,0.04839903116226196,0.0,12,26,1.0,0.8076923076923077
framenet:Cause_motion,verbnet:manner_speaking,0.04839903116226196,0.0,14,18,1.0,1.0
induced:ritual_observance,verbnet:build,0.048400282859802246,0.05714285714285714,11,26,1.0,1.0
gi_primary:SklTOT,usas:Q2.1,0.048400819301605225,0.0,23,33,1.0,1.0
framenet:Bringing,gi_primary:Strong,0.04840254783630371,0.0078125,9,249,1.0,0.9558232931726908
gi_primary:ComForm,usas:Z5,0.04840278625488281,0.0047169811320754715,168,45,0.9880952380952381,0.2222222222222222
gi_primary:COLL,rid:defensive_symbolization,0.04840290546417236,0.02531645569620253,22,59,1.0,1.0
gi_primary:PowGain,usas:Q2.2,0.0484042763710022,0.0,20,103,1.0,1.0
framenet:Cause_motion,gi_primary:Finish,0.0484045147895813,0.0,14,29,1.0,0.9310344827586207
rid:affection,verbnet:contribute,0.048406124114990234,0.0,12,21,0.9166666666666666,1.0
framenet:Commitment,rid:positive_affect,0.048407912254333496,0.0,8,15,1.0,1.0
gi_primary:Quality,usas:E3,0.048407912254333496,0.0125,46,35,1.0,1.0
gi_primary:Know,verbnet:contiguous_location,0.048409461975097656,0.0,33,18,0.9090909090909091,1.0
usas:L1,verbnet:remove,0.048411786556243896,0.0,13,10,1.0,1.0
gi_primary:Power,verbnet:carry,0.04841339588165283,0.0,101,17,0.9603960396039604,1.0
usas:Q2.1,verbnet:assessment,0.048415184020996094,0.0,33,8,1.0,1.0
gi_primary:RspTot,verbnet:say,0.0484158992767334,0.017241379310344827,34,25,0.9705882352941176,1.0
gi_primary:Quality,usas:Q2.2,0.04841810464859009,0.0,46,103,1.0,1.0
gi_primary:Negativ,usas:I2.2,0.048419415950775146,0.0,189,11,0.9894179894179894,1.0
rid:expressive_behavior,verbnet:investigate,0.048419952392578125,0.0,23,12,1.0,1.0
framenet:Ingestion,verbnet:say,0.04842036962509155,0.0,12,25,1.0,1.0
induced:locomotion_posture,verbnet:indicate,0.04842132329940796,0.0,67,16,1.0,1.0
gi_primary:Begin,usas:S7.1,0.048424363136291504,0.0,15,24,0.9333333333333333,0.9583333333333334
gi_primary:Pstv,verbnet:other_cos,0.04842597246170044,0.03821656050955414,124,39,0.9838709677419355,1.0
rid:temporal_references,verbnet:say,0.04842621088027954,0.0,35,25,0.7714285714285715,1.0
rid:defensive_symbolization,verbnet:illustrate,0.048426926136016846,0.0,59,8,1.0,1.0
framenet:Statement,verbnet:run,0.04842698574066162,0.0,54,34,1.0,1.0
gi_primary:Travel,usas:Z5,0.04843074083328247,0.0,62,45,0.967741935483871,0.2222222222222222
rid:affection,verbnet:butter,0.0484318733215332,0.0,12,20,0.9166666666666666,1.0
gi_primary:Work,verbnet:escape,0.04843217134475708,0.0,90,29,0.9888888888888889,1.0
framenet:Removing,verbnet:assessment,0.04843580722808838,0.0,16,8,1.0,1.0
framenet:Desiring,rid:regressive_cognition,0.048440754413604736,0.008,8,118,0.875,0.8813559322033898
gi_primary:Object,usas:E3,0.048441529273986816,0.0,106,35,0.9905660377358491,1.0
framenet:Posture,verbnet:escape,0.048441946506500244,0.0,14,29,1.0,1.0
gi_primary:COM,usas:I3.1,0.048442542552948,0.0,80,10,0.9875,1.0
gi_primary:WlbPhys,usas:A6.1,0.0484427809715271,0.0,47,17,1.0,0.9411764705882353
usas:A2.2,verbnet:exist,0.04844743013381958,0.0,13,11,1.0,1.0
usas:S3.2,wordnet:perception,0.04844820499420166,0.0,12,28,1.0,1.0
gi_primary:Travel,rid:affection,0.04844921827316284,0.0,62,12,0.967741935483871,0.9166666666666666
gi_primary:RspTot,rid:temporal_references,0.04844975471496582,0.0,34,35,0.9705882352941176,0.7714285714285715
induced:bodily_violence,verbnet:bill,0.048454463481903076,0.0,26,9,1.0,1.0
verbnet:dress,wordnet:creation,0.04845553636550903,0.0,11,16,1.0,1.0
verbnet:pocket,wordnet:consumption,0.04845607280731201,0.0,15,12,0.8666666666666667,1.0
framenet:Statement,gi_primary:RspOth,0.048457562923431396,0.0,54,16,1.0,0.9375
gi_primary:EnlGain,wordnet:stative,0.048459410667419434,0.0,55,26,1.0,0.8076923076923077
framenet:Statement,gi_primary:TrnLoss,0.048459649085998535,0.0,54,37,1.0,1.0
rid:temporal_references,verbnet:escape,0.048461079597473145,0.0,35,29,0.7714285714285715,1.0
framenet:Scrutiny,usas:L1,0.04846346378326416,0.0,18,13,1.0,1.0
gi_primary:Undrst,rid:affection,0.048465847969055176,0.0,39,12,0.717948717948718,0.9166666666666666
framenet:Closure,verbnet:calibratable_cos,0.04846632480621338,0.0,10,20,1.0,1.0
framenet:Self_motion,induced:entity_noun,0.048470914363861084,0.0,68,39,1.0,1.0
induced:speech_act,verbnet:contiguous_location,0.04847133159637451,0.017857142857142856,39,18,1.0,1.0
rid:sensation,usas:A5.1,0.04847317934036255,0.0,112,14,1.0,0.8571428571428571
gi_primary:Travel,verbnet:send,0.048473358154296875,0.013333333333333334,62,14,0.967741935483871,1.0
gi_primary:PLACE,usas:E4.1,0.04847484827041626,0.0,48,16,1.0,1.0
induced:ritual_observance,verbnet:break,0.04847484827041626,0.0,11,16,1.0,1.0
gi_primary:Work,usas:S3.2,0.04847496747970581,0.0,90,12,0.9888888888888889,1.0
usas:S3.2,wordnet:body,0.04847520589828491,0.0,12,21,1.0,1.0
verbnet:appoint,wordnet:social,0.0484776496887207,0.0,8,28,1.0,0.9642857142857143
gi_primary:Land,rid:regressive_cognition,0.04847937822341919,0.0,11,118,1.0,0.8813559322033898
gi_primary:Weak,usas:X3.2,0.048480212688446045,0.0,100,15,0.96,1.0
gi_primary:Travel,verbnet:exist,0.04848092794418335,0.0,62,11,0.967741935483871,1.0
