language,prompt,prompt_id,domain,source,finding,scale,scale_family,n_words,mean_p_base,mean_p_aligned,mean_net,rho_partial,p_perm,null_mean,null_sd,z_vs_null,significant
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,vulgarity,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.08771,0.24438,-0.04458,0.03882,-1.111,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,register_level,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.0335,0.66467,0.05472,0.05471,-1.613,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,transgressiveness,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,0.03356,0.64518,0.02695,0.10587,0.062,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,charge,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,0.04661,0.52224,-0.03061,0.05643,1.369,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,valence,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.05282,0.47976,-0.00673,0.05648,-0.816,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,bodily_harm,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,0.07764,0.29485,0.05177,0.05716,0.453,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,concreteness,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.0897,0.22339,-0.03552,0.05567,-0.973,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,valence_extremity,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.04989,0.49175,0.00687,0.09723,-0.584,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,charge_extremity,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,-0.08732,0.22239,0.03116,0.05907,-2.006,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,concreteness_extremity,coder,183,0.005668185405077114,0.006835976607813859,-0.5245901639344263,0.19927,0.0065,-0.04665,0.07808,3.15,1
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,n_concreteness,norm,131,0.006419194019020094,0.007189495167181238,-0.7022900763358778,0.02525,0.77711,-0.00998,0.06095,0.578,0
en,He congratulated the man beside him at the bar and turned back to his drink before,npt_03_U,violence,M01_PAIRS_THREAT,none,n_concreteness_extremity,norm,131,0.006419194019020094,0.007189495167181238,-0.7022900763358778,0.12087,0.17141,-5e-05,0.13068,0.925,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,vulgarity,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,0.07102,0.43778,-0.00721,0.09531,0.821,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,register_level,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.03373,0.66967,-0.02277,0.1105,-0.099,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,transgressiveness,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,0.00322,0.96902,0.03487,0.04592,-0.689,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,charge,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.09852,0.2009,0.01482,0.05193,-2.183,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,valence,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.03009,0.69265,-0.03538,0.11539,0.046,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,bodily_harm,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.02884,0.69615,0.03853,0.08761,-0.769,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,concreteness,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.05791,0.45527,0.0474,0.10264,-1.026,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,valence_extremity,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,-0.04588,0.55922,-0.0345,0.09923,-0.115,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,charge_extremity,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,0.07865,0.30935,-0.01553,0.05662,1.663,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,concreteness_extremity,coder,174,0.0056713799569532266,0.006376536854556056,0.6551724137931034,0.02622,0.72414,0.00708,0.1085,0.176,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_valence,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,0.12363,0.11894,-0.01148,0.09903,1.364,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_arousal,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,-0.26211,0.0025,0.04054,0.09317,-3.248,1
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_dominance,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,-0.01856,0.82759,0.00489,0.08449,-0.278,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_concreteness,norm,173,0.005699668519388517,0.0064124078420635675,0.6589595375722543,-0.06139,0.44128,-0.02877,0.0601,-0.543,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_valence_extremity,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,-0.00927,0.91004,-0.05814,0.07258,0.673,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_arousal_extremity,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,0.08336,0.30135,-0.02998,0.05493,2.063,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_dominance_extremity,norm,156,0.005838000316040181,0.006651744680226417,0.8782051282051282,-0.08893,0.25787,-0.02513,0.06959,-0.917,0
en,The union keeps contesting a layoff list I have no way to fund around. I ought to,m03_C1_inst_I_final_ought,labor,M03_SPEAKER_KERNEL,none,n_concreteness_extremity,norm,173,0.005699668519388517,0.0064124078420635675,0.6589595375722543,0.05085,0.49625,0.06371,0.05826,-0.221,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,vulgarity,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.00012,0.994,-0.00487,0.0311,0.153,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,register_level,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,0.15767,0.08246,-0.00992,0.08916,1.88,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,transgressiveness,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,0.00177,0.98501,0.00096,0.08901,0.009,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,charge,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,0.0205,0.82609,0.05376,0.08969,-0.371,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,valence,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.00225,0.98201,-0.087,0.03442,2.462,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,bodily_harm,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.00012,1.0,-0.01446,0.02139,0.67,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,concreteness,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.13569,0.14743,-0.02106,0.03884,-2.951,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,valence_extremity,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.00118,0.9915,0.01964,0.11812,-0.176,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,charge_extremity,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,-0.05087,0.56872,-0.00325,0.09898,-0.481,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,concreteness_extremity,coder,115,0.007995360718795768,0.008217710782392694,-0.017391304347826087,0.13721,0.15742,-0.11792,0.10945,2.331,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,n_concreteness,norm,99,0.00912154526453074,0.009323290490908086,-0.08080808080808081,0.00178,0.98751,-0.03486,0.0843,0.435,0
en,"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",r2bpw_119_M,power,M01_PAIRS_POWER_R2B,none,n_concreteness_extremity,norm,99,0.00912154526453074,0.009323290490908086,-0.08080808080808081,-0.02553,0.8056,0.01735,0.10574,-0.406,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,vulgarity,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.00703,0.92104,-0.00256,0.07537,-0.059,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,register_level,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,0.18792,0.009,-0.01706,0.0939,2.183,1
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,transgressiveness,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.00259,0.96102,-0.01158,0.0967,0.093,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,charge,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.01292,0.87056,-0.02981,0.06595,0.256,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,valence,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,0.03342,0.65967,-0.01296,0.07688,0.603,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,bodily_harm,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.00393,0.95302,-0.02964,0.07055,0.364,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,concreteness,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.00079,0.991,-0.0186,0.1072,0.166,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,valence_extremity,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.03646,0.62569,0.01354,0.09315,-0.537,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,charge_extremity,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.04057,0.57271,0.00739,0.05149,-0.931,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,concreteness_extremity,coder,184,0.006017018921376723,0.007355310973158239,-0.32065217391304346,-0.01993,0.7961,-0.01679,0.06497,-0.048,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,n_concreteness,norm,107,0.006165154840539474,0.007705205957578181,-0.7102803738317757,-0.11498,0.24238,-0.01141,0.13764,-0.752,0
en,She unbuttoned her blouse and,store_g040_A,other,OTHER,F13,n_concreteness_extremity,norm,107,0.006165154840539474,0.007705205957578181,-0.7102803738317757,-0.04904,0.63118,0.04855,0.15115,-0.646,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,vulgarity,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.00607,0.21339,-0.00327,0.00374,2.494,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,register_level,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.06076,0.50125,-0.04879,0.05457,2.007,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,transgressiveness,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.00517,0.95352,-0.00521,0.04217,0.246,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,charge,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.04266,0.65017,-0.03007,0.10408,0.699,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,valence,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,-0.00154,0.98301,-0.00843,0.05898,0.117,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,bodily_harm,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.00607,0.21789,-0.00129,0.00507,1.451,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,concreteness,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,-0.11034,0.21239,0.07184,0.08867,-2.055,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,valence_extremity,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.01004,0.91204,-0.01285,0.13082,0.175,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,charge_extremity,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,-0.07494,0.4058,-0.04138,0.0877,-0.383,0
en,"The supervisor explained that the expedited review depended on the claimant not mentioning the earlier delay in writing, though",r2bpw_063_M,power,M01_PAIRS_POWER_R2B,none,concreteness_extremity,coder,124,0.007565908067490535,0.007954875769508566,-0.5161290322580645,0.11738,0.1964,7e-05,0.09987,1.175,0
