word	proj	n_cells
indicates	-0.419471	101
slumbered	-0.419487	3
unable	-0.419510	2
policy	-0.419527	1
sprinkled	-0.419702	603
criticism	-0.419846	1
yearning	-0.419893	3
Jennifer	-0.420131	4
ecosystems	-0.420359	1
50%	-0.420431	7
minister	-0.420733	11
arousal	-0.420937	4
produce	-0.421205	11
doneSolution	-0.421788	3
restrained	-0.421796	86
elevate	-0.422060	1
inspectors	-0.422286	14
Name	-0.422437	11
dolphins	-0.422593	2
pacifier	-0.422754	9
twitch	-0.422818	38
validate	-0.423096	4
gloomy	-0.423301	20
diagonal	-0.423413	1
beamed	-0.423413	6
unforgettable	-0.423477	5
woven	-0.423832	3
canâ€™t	-0.423958	3
swinging	-0.424161	33
pocketing	-0.424368	1
fill	-0.424828	213
smoky	-0.424928	5
searched	-0.424998	1019
pleasured	-0.425050	1
growl	-0.425243	40
median	-0.425666	21
confrontSolution	-0.425992	1
dishonor	-0.426104	1
softened	-0.426104	2
56000	-0.426667	6
longed	-0.426686	20
confessing	-0.427026	2
dodge	-0.427127	4
hijab	-0.427134	2
informed	-0.427341	607
done	-0.427347	76
summoning	-0.427473	1
prodded	-0.427968	14
overpowered	-0.428003	1
inflict	-0.428300	43
raged	-0.428316	2
noise	-0.428749	13
mucked	-0.429245	1
skipped	-0.429282	64
permitted	-0.429362	7
verbally	-0.429479	16
French	-0.429522	11
amplifier	-0.429655	29
muted	-0.429701	9
detonate	-0.429712	1
dirtied	-0.430029	1
Africa	-0.430242	1
tasks	-0.430248	2
acknowledging	-0.430334	31
scarf	-0.430473	33
eliminate	-0.430637	70
huddled	-0.431174	9
delays	-0.431333	3
102	-0.431500	20
network	-0.431680	2
coals	-0.431911	3
stares	-0.432161	1
responsible	-0.432172	2
entrust	-0.432256	23
groan	-0.432915	41
authorities	-0.432975	33
constitutes	-0.433153	18
deserted	-0.433354	2
struggling	-0.433399	42
crossing	-0.433588	40
plagiarized	-0.433656	12
lacerated	-0.433876	1
humiliated	-0.433893	18
vampires	-0.434027	11
admire	-0.434249	3
waived	-0.434340	3
felt	-0.434578	9015
perused	-0.434734	23
mysteriously	-0.434774	4
clothing	-0.435014	33
narrated	-0.435153	12
crafted	-0.435420	3
indulge	-0.435511	17
knowing	-0.435624	23
verify	-0.435979	246
revised	-0.436036	4
television	-0.436318	19
weak	-0.436367	13
proceeds	-0.436521	4
native	-0.436949	2
Lodge	-0.437132	1
recertified	-0.437305	1
extraordinaire	-0.437398	2
exclaimed	-0.437940	459
archive	-0.438048	1
kowtowed	-0.438128	9
grinned	-0.438571	1676
take-down	-0.438954	1
Creator	-0.439056	1
gloves	-0.439219	73
menacing	-0.439431	7
microphone	-0.439476	1
Mosque	-0.439586	2
sincerely	-0.439802	3
accident	-0.439844	1
faltering	-0.440001	1
chanting	-0.440117	1
submerged	-0.440166	46
warning	-0.440248	11
honed	-0.440275	2
ness	-0.440433	5
admitting	-0.440520	15
jokingly	-0.440561	14
escaping	-0.440658	67
Emily	-0.440757	18
levelled	-0.441060	15
exhaled	-0.441176	166
monitors	-0.441310	4
completely	-0.441332	76
tingling	-0.441422	87
intersection	-0.441449	3
hopeless	-0.441862	5
sharks	-0.441894	4
senior	-0.442328	12
approval	-0.442356	4
perched	-0.442549	26
fasterSolution	-0.442655	2
experienced	-0.442666	11
attained	-0.442886	11
non-commissioned	-0.443399	12
cryingSolution	-0.443478	1
newsmagazine	-0.443776	15
identify	-0.443844	24
fainting	-0.444020	1
shared	-0.444228	1443
present	-0.444301	375
replying	-0.444475	67
issue	-0.444501	433
listened	-0.444572	2226
frames	-0.444838	1
startle	-0.445122	2
inform	-0.445284	1339
lagoon	-0.445585	2
disinherit	-0.445614	3
thumbs	-0.445689	22
winked	-0.445851	213
Francs	-0.446040	3
secure	-0.446379	6
supplemented	-0.446660	1
commended	-0.446678	1
commemorative	-0.446968	1
memorialized	-0.446973	1
perspire	-0.446991	7
9000	-0.446996	7
index	-0.447004	14
affirm	-0.447368	26
fingers	-0.447414	136
wroteSolution	-0.447423	1
sanctioned	-0.447724	2
climate	-0.447726	3
completing	-0.447821	9
reportedSolution	-0.448087	2
invisible	-0.448123	9
peered	-0.448986	1232
satirical	-0.449196	1
desperation	-0.449198	2
54000	-0.449199	2
howled	-0.449426	49
summarily	-0.449567	1
darkly	-0.449618	18
expecting	-0.449618	2
10800	-0.449706	1
palm	-0.449769	31
require	-0.449837	27
beheld	-0.449951	9
disarm	-0.450225	2
pardon	-0.450454	30
tiny	-0.450549	6
refurbished	-0.450845	2
dribbled	-0.451056	1
determine	-0.451091	83
blindfold	-0.451598	8
gingerly	-0.451742	13
terrified	-0.451781	10
142	-0.451958	5
opposition	-0.452006	3
scanned	-0.452051	1228
beeping	-0.452074	12
evolution	-0.452074	1
snakes	-0.452127	6
twinkling	-0.452358	14
busied	-0.452507	1
recovered	-0.452523	63
unzip	-0.452565	44
driverless	-0.452704	1
squaring	-0.453140	1
recording	-0.453187	7
perceive	-0.453245	2
Italian	-0.453334	4
weave	-0.453671	156
catcher	-0.454013	3
adjusted	-0.454254	1133
母亲	-0.454297	1
convene	-0.454500	2
Participant	-0.454536	3
timbers	-0.454677	1
recordsSolution	-0.454927	1
disintegrated	-0.454965	1
substit	-0.455532	2
language	-0.455568	14
bond	-0.455769	3
astrology	-0.455810	2
caverns	-0.455823	1
desperately	-0.456195	10
recalled	-0.456354	59
missing	-0.457153	26
heart-rending	-0.457343	1
wriggling	-0.457507	1
lemon	-0.457736	13
spurred	-0.457752	70
122	-0.457877	11
Municipal	-0.457927	2
controlled	-0.457942	4
flinched	-0.457986	2
geology	-0.458124	3
attempted	-0.458241	670
disapproval	-0.458315	1
imperfections	-0.458347	5
generously	-0.458403	3
hummed	-0.458481	63
390	-0.458772	1
iconsSolution	-0.458845	1
subdued	-0.459450	39
mimicked	-0.459467	2
lectern	-0.459543	1
commented	-0.459544	135
zoomed	-0.460160	56
collar	-0.460273	46
adventure	-0.460300	2
insisting	-0.460439	1
compound	-0.460674	1
tramped	-0.460841	6
proclaimed	-0.461140	254
spout	-0.461517	1
honored	-0.461604	68
47000	-0.461668	1
pall	-0.461982	1
intimidate	-0.462011	33
pausing	-0.462564	122
recertify	-0.462791	1
outlines	-0.462807	1
maintain	-0.462883	26
huffed	-0.462955	13
uncovered	-0.463040	86
splattered	-0.463060	11
blueprints	-0.463282	5
100	-0.463494	620
caretaker	-0.463540	1
confiscated	-0.463988	21
screaming	-0.464111	61
heartwrenching	-0.464245	1
finger	-0.464734	130
presided	-0.464945	7
60%	-0.465338	8
spurned	-0.465470	1
majority	-0.465519	1
scooped	-0.465532	288
whisky	-0.465632	21
access	-0.465710	15
momentarily	-0.465940	4
Chairman	-0.465949	2
technically	-0.466067	42
mercilessly	-0.466378	1
slowed	-0.466696	68
swabbed	-0.466710	23
sublet	-0.466757	28
swerved	-0.466841	83
loomed	-0.466981	5
dangling	-0.467629	1
Development	-0.467639	2
planning	-0.467832	9
basking	-0.467967	2
valley	-0.468099	27
stir	-0.468110	97
unscrewed	-0.468192	53
brewed	-0.468319	16
limited	-0.468554	4
twitching	-0.468657	14
yearned	-0.468717	1
utterly	-0.468839	10
joining	-0.468847	103
dabble	-0.469131	1
tallied	-0.469196	2
carpeted	-0.469205	1
disagree	-0.469251	217
entailed	-0.469381	16
contents	-0.469559	8
stems	-0.469595	2
telegram	-0.470550	1
escalate	-0.470569	589
evidenced	-0.470733	1
salmon	-0.470744	13
knitted	-0.471244	1
disappears	-0.471254	1
challenging	-0.471752	2
stealthily	-0.471753	4
emigrated	-0.471863	1
nearer	-0.471880	1
tightly	-0.471925	37
chalked	-0.472141	5
180000	-0.472225	2
closely	-0.472320	14
needs	-0.472410	14
Importance	-0.472470	2
triggered	-0.472659	8
ancestors	-0.472735	1
intentionally	-0.472737	61
unbelievable	-0.472905	13
crept	-0.472943	390
realising	-0.473138	51
match	-0.473238	34
miserable	-0.473345	11
twilight	-0.473459	15
strewed	-0.473646	4
saluted	-0.473837	223
squeezed	-0.473866	2334
fiddling	-0.474323	1
specifics	-0.474363	1
participation	-0.474431	1
snuggled	-0.474688	255
immediately	-0.474689	3308
mild	-0.475014	17
inscriptions	-0.475233	24
streetsSolution	-0.475307	1
erupted	-0.475409	40
desert	-0.476120	75
mockumentary	-0.476142	1
penetrate	-0.476415	32
conflicted	-0.476452	6
fulfilled	-0.476543	9
respected	-0.476766	3
overlooking	-0.477211	6
tampered	-0.477321	15
Prosecco	-0.477369	1
distributed	-0.477409	246
reassured	-0.477632	44
need	-0.477695	2115
behold	-0.477886	1
owes	-0.478296	3
attempting	-0.478583	39
flimsy	-0.479233	2
preserved	-0.479398	17
intense	-0.479474	45
roaring	-0.479604	4
correspondence	-0.479708	11
sheltered	-0.479784	10
stacking	-0.479824	1
repost	-0.480033	16
applaud	-0.480127	9
restate	-0.480138	11
outfit	-0.480686	1
smote	-0.480709	9
minimal	-0.480723	2
levitated	-0.481071	1
confided	-0.481192	8
surround	-0.481494	8
negotiated	-0.481536	2
shiver	-0.481744	253
technique	-0.481786	1
arrangements	-0.481955	1
E.T	-0.482723	10
apron	-0.482802	19
spooned	-0.482877	169
rummaged	-0.482904	434
instantly	-0.482913	157
answering	-0.482946	170
ravished	-0.482964	6
strewn	-0.483003	2
information	-0.483456	44
gesturing	-0.483556	12
risked	-0.483905	7
gratefully	-0.483932	5
exploit	-0.484150	16
advised	-0.484246	516
slinked	-0.484260	5
rebut	-0.484286	8
uttered	-0.484543	251
profaned	-0.484554	6
breathe	-0.484565	224
accompany	-0.484681	23
splinters	-0.484785	3
wolves	-0.485096	1
mythology	-0.485110	2
disconnect	-0.485373	1
fears	-0.485508	1
gestured	-0.486138	375
research	-0.486158	64
agency	-0.486475	1
renovated	-0.486547	2
buzzed	-0.486594	6
understand	-0.486908	1662
noticed	-0.487762	3673
wetsuit	-0.487983	1
spapers	-0.488209	3
blasphemed	-0.488321	4
chatted	-0.488326	77
consulted	-0.488389	10
newscast	-0.488556	4
copulate	-0.488643	1
timber	-0.488811	7
whirled	-0.489198	12
unceasingly	-0.489377	1
reinserted	-0.489410	1
reconnected	-0.489449	58
excited	-0.489467	4
readied	-0.489623	18
demoted	-0.489680	8
“the	-0.489960	1
slogged	-0.490084	1
reappearing	-0.490238	1
cheerfully	-0.490480	1
wandered	-0.490797	465
wrapping	-0.490846	13
floored	-0.491371	9
struggle	-0.491707	269
emit	-0.491729	9
reconstructed	-0.491852	16
immigrate	-0.491854	1
crosswalk	-0.491855	2
reimbursed	-0.491914	21
stockings	-0.491998	11
fluffed	-0.492042	2
scheduling	-0.492058	4
respectfully	-0.492147	32
challenge	-0.492269	534
respondSolution	-0.492325	3
yelled	-0.492348	3873
astonishment	-0.492410	1
takedown	-0.492654	2
trail	-0.493384	2
commission	-0.493453	1
religion	-0.493853	2
hypnotize	-0.494350	4
bypassed	-0.494653	2
apologize	-0.494725	387
180	-0.495067	202
probe	-0.495424	4
breach	-0.495447	2
echo	-0.496459	1
manager	-0.496529	14
survive	-0.496664	33
unwrap	-0.496669	3
signature	-0.496997	9
70000	-0.497201	19
teammate	-0.497229	23
scurried	-0.497278	98
emphasizes	-0.497792	7
vapor	-0.497930	3
commenced	-0.498707	13
discovers	-0.498787	2
seasoning	-0.499454	36
definition	-0.499607	1
sneaked	-0.500358	126
emotion	-0.500562	12
specialize	-0.500585	1
unpacked	-0.500733	45
uncapped	-0.501159	4
crossroads	-0.501187	9
dutifully	-0.501546	2
create	-0.501653	941
continually	-0.502363	7
signaled	-0.502540	135
provisions	-0.502604	1
jingled	-0.502662	10
vulnerable	-0.502954	8
persuaded	-0.503332	13
skipping	-0.503342	16
antisemitic	-0.503443	1
organized	-0.503468	57
re-entering	-0.504229	1
jointly	-0.504274	1
centuries	-0.504680	5
materials	-0.504704	8
stimulate	-0.504826	14
55000	-0.504883	13
blink	-0.505413	18
defect	-0.505513	23
sleepily	-0.505806	1
uproariously	-0.506478	23
Tommy	-0.506669	6
vibration	-0.506831	2
commend	-0.506920	1
toolbox	-0.507208	1
weaknesses	-0.507358	2
arguing	-0.507469	5
borders	-0.507503	5
insider	-0.507845	1
propose	-0.507914	113
paced	-0.507988	90
kneeled	-0.508152	67
lingerie	-0.508182	1
investigative	-0.508275	28
millionaire	-0.508365	1
changeable	-0.508373	1
batting	-0.508541	1
informing	-0.509007	4
inadvertently	-0.509513	41
dissolved	-0.509604	16
describing	-0.509687	23
workshop	-0.509708	11
chiseled	-0.509723	12
suffocate	-0.509776	23
feel	-0.509896	4075
venerate	-0.509995	1
kindled	-0.510381	9
extend	-0.510439	46
moment	-0.510959	40
adored	-0.510995	2
eager	-0.511113	1
terrain	-0.511424	1
walletSolution	-0.511499	1
imitated	-0.511715	5
fragment	-0.511866	7
weakness	-0.512205	47
expensed	-0.512472	3
threaten	-0.513245	161
marinated	-0.513827	1
dampness	-0.513908	1
supervision	-0.513980	1
subalterns	-0.513996	2
mixture	-0.514062	9
clarify	-0.514117	1239
70%	-0.515063	7
Jehovah	-0.515250	1
Being	-0.515257	19
disobey	-0.515390	88
lifestyle	-0.515884	1
Timothy	-0.515931	1
search	-0.515972	361
faceSolution	-0.516033	1
escaped	-0.516475	426
sense	-0.516626	134
learning	-0.516748	22
89	-0.516926	26
inspire	-0.517469	19
sympathies	-0.517704	1
factor	-0.518124	3
conduct	-0.518572	248
smelt	-0.519038	3
surfed	-0.519040	3
sheStep	-0.519157	1
struggled	-0.519284	138
rearranged	-0.519566	41
worry	-0.519893	215
snickered	-0.520018	37
establish	-0.520273	45
interrogation	-0.520492	1
purified	-0.520876	34
frescoed	-0.521048	1
assumed	-0.521073	100
confide	-0.522354	56
proceeded	-0.522503	4006
compromised	-0.522726	2
attempt	-0.523076	74
Cloudy	-0.523481	1
huff	-0.523976	1
squeal	-0.524219	4
ear-piercing	-0.525219	1
welcoming	-0.526067	1
redesigned	-0.526208	1
75000	-0.526209	18
encouraged	-0.526302	516
snowballs	-0.526339	5
enrol	-0.526431	1
peruse	-0.526433	4
splinter	-0.526535	10
admonished	-0.526680	5
steps	-0.526742	60
repairSolution	-0.526857	1
enlist	-0.526990	34
variable	-0.527164	2
tease	-0.527246	82
discreetly	-0.527298	13
spew	-0.527345	2
84000	-0.527925	2
thundered	-0.528171	20
sedated	-0.528312	1
shouldered	-0.528343	1
prostrated	-0.528633	209
silence	-0.529150	35
mispronounced	-0.529602	2
Almighty	-0.529642	2
sighing	-0.529758	5
Chablis	-0.529889	2
refilled	-0.529908	106
mountains	-0.529991	3
minced	-0.530079	2
strangely	-0.530175	8
simmer	-0.530496	2
seriously	-0.530703	93
implementSolution	-0.530709	1
thunderous	-0.530849	8
caution	-0.530924	10
methods	-0.532035	1
administrator	-0.532569	1
windshield	-0.532987	8
energies	-0.533002	2
mation	-0.533811	9
incomparable	-0.533936	1
lack	-0.534033	6
regretted	-0.534064	73
Advance	-0.534429	2
shimmer	-0.534551	2
relating	-0.534628	3
mansion	-0.534709	1
providing	-0.534875	7
remaining	-0.535004	3
dishonorably	-0.535025	2
streetSolution	-0.535146	1
casually	-0.535267	148
threatened	-0.535495	3091
debated	-0.535568	2
manuscript	-0.535693	28
platform	-0.536139	3
knowledge	-0.536206	6
worried	-0.536228	8
mutter	-0.536477	4
genuflected	-0.536615	3
convey	-0.536795	3
re-upload	-0.536853	14
yowled	-0.536952	2
roundtable	-0.537258	3
Egypt	-0.537409	1
review	-0.537479	1059
scoffed	-0.538115	56
dwindled	-0.538383	2
observe	-0.538478	38
seasoningSolution	-0.538488	1
forwarded	-0.538835	115
suspended	-0.538837	33
steered	-0.538988	177
entertainment	-0.539386	7
elderly	-0.539678	14
intend	-0.539750	166
manage	-0.540301	2
notices	-0.540396	5
submitting	-0.540400	1
unusual	-0.540420	2
contrast	-0.540745	4
debts	-0.542027	1
saunter	-0.542355	4
cognac	-0.542382	8
readjusted	-0.542924	2
stiff	-0.543369	85
scolded	-0.543546	160
tang	-0.543616	1
calmed	-0.544390	27
smelling	-0.544938	3
yelped	-0.545051	37
core	-0.545105	1
steaming	-0.545121	6
lamented	-0.545370	3
sniff	-0.545936	41
anonymously	-0.545940	4
exhorted	-0.546256	4
broadcasting	-0.546277	2
waltzed	-0.546757	3
imagining	-0.546860	1
pursued	-0.546941	3
unattended	-0.547159	2
solemnly	-0.547241	17
expired	-0.547265	8
helmet	-0.547667	39
motored	-0.547756	15
clattered	-0.547775	1
disagreeSolution	-0.548324	1
talkSolution	-0.548750	1
mobilize	-0.548774	3
disregard	-0.548862	46
damaging	-0.548998	2
confusion	-0.549045	7
tidings	-0.549202	5
tuned	-0.549262	17
sheer	-0.549297	10
silenced	-0.549678	4
embraced	-0.549833	240
dialogue	-0.549987	2
surprise	-0.550093	61
remorseful	-0.550322	1
misclassified	-0.550500	2
violate	-0.551009	8
moaning	-0.551087	20
glared	-0.551132	696
irritation	-0.551253	1
explaining	-0.551275	23
furiously	-0.551283	5
fiddle	-0.551623	4
somersault	-0.551737	1
affect	-0.551956	2
ease	-0.553090	3
challenged	-0.553304	137
ceremonially	-0.553387	1
ramble	-0.553722	1
pleasant	-0.553731	20
engaged	-0.553802	59
unsheathed	-0.553897	7
assisted	-0.554119	70
staggered	-0.554144	27
generate	-0.554155	5
Michelle	-0.554244	1
underscores	-0.554258	19
tethered	-0.554417	17
missedSolution	-0.554717	4
moveSolution	-0.555140	2
mineral	-0.555178	16
tentatively	-0.555272	2
$50	-0.555485	1
narrow	-0.555727	20
tension	-0.555760	9
amend	-0.555827	56
rescan	-0.555934	2
African	-0.556041	1
flickered	-0.556182	2
rechecked	-0.556241	21
updated	-0.556316	8
slandered	-0.556450	1
alchemy	-0.556969	2
roused	-0.557081	4
solicitor	-0.557230	2
currently	-0.557324	35
themes	-0.557705	3
indicated	-0.558040	249
remnants	-0.558146	16
disseminated	-0.558433	1
Tuscan	-0.558794	1
guzzled	-0.558910	4
couldnt	-0.559108	2
reveled	-0.559200	5
blinked	-0.559275	88
risotto	-0.559875	1
fony	-0.560146	1
conferred	-0.560275	8
spaghetti	-0.560275	8
longingly	-0.561059	4
sweated	-0.561088	1
squeeze	-0.561109	156
prepared	-0.561466	1301
swirl	-0.561825	1
screeched	-0.562145	30
forgotten	-0.562385	28
extracted	-0.562634	173
natives	-0.562721	9
twirled	-0.562904	57
chimed	-0.563035	3
severely	-0.563140	12
passionately	-0.563204	12
edge	-0.563470	208
flattened	-0.563611	23
incensed	-0.564112	5
glaring	-0.564186	4
illuminated	-0.564507	16
perfume	-0.564535	9
villagers	-0.564725	4
processing	-0.565079	1
hinted	-0.565134	7
speaking	-0.565173	402
debating	-0.565227	3
annoyed	-0.565366	1
alert	-0.565415	17
trample	-0.565528	2
bestowed	-0.565663	2
quarrel	-0.567058	4
undermines	-0.567257	1
depositedSolution	-0.567339	2
ghosts	-0.567483	9
promising	-0.568279	25
yelling	-0.568797	74
140000	-0.569197	2
invested	-0.569596	148
deem	-0.570074	1
rare	-0.570122	1
greeting	-0.570379	25
ineffable	-0.570701	3
panel	-0.570724	10
exchanging	-0.570796	6
dreams	-0.571347	2
75	-0.571560	614
discussed	-0.571657	245
videotaped	-0.571860	5
fainted	-0.572250	10
potential	-0.572506	3
videoed	-0.572613	1
debate	-0.573112	16
significantly	-0.573501	4
assets	-0.573522	2
ambled	-0.573625	31
bawled	-0.573783	1
trot	-0.573948	6
moaned	-0.574071	101
encourage	-0.574623	39
interrogated	-0.574662	7
denomination	-0.574737	12
traced	-0.575884	529
resources	-0.575954	2
blazing	-0.576261	11
interjected	-0.576419	1
summarised	-0.576684	1
investigation	-0.576923	23
somewhat	-0.576935	2
Gazette	-0.576957	24
fingered	-0.577075	32
lumber	-0.577127	2
preface	-0.577322	22
briefed	-0.577341	8
extinguish	-0.577817	4
gathering	-0.577818	3
aren	-0.578277	52
intently	-0.578809	1
paused	-0.578917	1166
appended	-0.579127	2
skins	-0.579131	1
discovering	-0.579269	2
focused	-0.579286	141
skitter	-0.579419	3
Mercury	-0.580138	2
interviewing	-0.580477	1
substituted	-0.580529	33
grandson	-0.580691	2
uncorked	-0.580809	7
unscrew	-0.580934	2
technologies	-0.581007	3
omitted	-0.581019	2
overcast	-0.581125	25
dwelling	-0.581140	2
wise	-0.581199	1
shivering	-0.581202	3
sighed	-0.581323	3529
complimented	-0.581818	6
prostrate	-0.582029	2
bewail	-0.582340	1
embrace	-0.583518	278
Pinot	-0.583603	2
threateningly	-0.583716	6
blindfolded	-0.583829	16
overdosed	-0.584003	1
coconut	-0.584012	13
redact	-0.584401	2
compliment	-0.584581	2
critical	-0.584716	2
remarking	-0.584975	1
Chardonnay	-0.585026	5
squirmed	-0.585072	16
edges	-0.585126	34
ctic	-0.585299	1
70°F	-0.585620	1
upset	-0.585799	16
playfully	-0.585984	18
ignore	-0.586011	880
sickening	-0.586045	1
signal	-0.586113	6
notified	-0.586749	38
justified	-0.586751	6
babble	-0.587443	3
concern	-0.587582	3
childSolution	-0.587647	1
insulated	-0.588324	6
shrouds	-0.588442	2
organize	-0.588475	166
lightly	-0.588662	125
itemize	-0.588794	2
organised	-0.588912	1
underlined	-0.588994	13
endure	-0.589154	64
endorsed	-0.589665	15
spoon	-0.589737	52
influenced	-0.589887	1
methodically	-0.590036	3
buzzing	-0.590232	3
seek	-0.590268	1615
desired	-0.590290	27
splintered	-0.590318	27
laundered	-0.590433	6
reportSolution	-0.590702	2
memorised	-0.590704	1
ParisSolution	-0.590786	1
exceptionally	-0.591176	3
emphasized	-0.591281	46
Forgive	-0.591573	1
commemorated	-0.592126	4
exchanged	-0.592179	172
conversations	-0.593595	1
unfasten	-0.593707	15
devise	-0.593728	2
recognize	-0.594044	27
thorns	-0.594050	10
voiced	-0.594348	1
shimmy	-0.594841	1
thumbtack	-0.595029	1
funneled	-0.595165	15
whizzed	-0.595352	3
thirstily	-0.595529	12
impressed	-0.595610	9
reconsider	-0.596741	709
foresee	-0.596883	1
resuming	-0.597005	17
sneezed	-0.597053	5
technology	-0.597471	5
echoed	-0.597596	8
pedestrianized	-0.597856	1
sustain	-0.598184	7
inspect	-0.598197	76
deftly	-0.598229	20
yells	-0.598307	3
shirtsleeves	-0.598385	1
discover	-0.599348	11
menacingly	-0.599687	12
howling	-0.599694	2
80	-0.599830	625
contacted	-0.599949	508
patiently	-0.600286	3
reupload	-0.600890	2
congratulate	-0.600981	18
frail	-0.600986	21
embezzled	-0.601377	26
interview	-0.601482	29
finance	-0.602097	2
sympathize	-0.602269	7
penning	-0.602357	1
nurture	-0.602387	2
rejoiced	-0.602534	5
conducted	-0.602647	102
talkfest	-0.602980	1
infotainment	-0.603211	2
belong	-0.603930	7
congratulated	-0.604110	36
