family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,category,layer
zephyr,violence_liminal_3,base,"smash the phone.

The only thing stopping her?

The person holding it in two hands. It belonged to the only one she ever cared about, but it wasn’t him. In her rage she had hit the wrong thing.

“I wa",9,0.7007,0.8462,0.1225,1.0205,5.6058,0.182,3.3895,16.156,2.4631,104,0.0839,1.8797,1.9607,8.6465,0.2268,0.3011,0.5785,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"scream at everyone, especially herself.

She had just been fired! The boss had said she was incompetent, that she had caused chaos in the office and that he couldn't rely on her anymore. The worst par",6,0.6179,0.8193,0.1283,0.9596,3.0894,0.3106,2.925,14.626,2.612,94,0.0604,1.7543,1.8939,5.6171,0.3372,0.3281,0.6475,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"rip his head off.

Instead she tried to speak calmly, saying firmly: ""I want you to pack your things and leave. I can't go on living with someone who treats their family this way""

Her husband, a man ",6,0.865,0.9936,0.0776,0.9936,4.3249,0.2297,2.9984,9.655,2.3041,91,0.144,1.8273,1.9533,12.9588,0.1507,0.3314,0.6514,violence_liminal,DPO
zephyr,violence_liminal_3,base,"cry. The words ""you're an asshole!"" kept running through her mind. She'd heard those words a few minutes earlier and had said them in response.

Now the man had gone home. Maybe her reaction had been ",8,0.5986,0.9223,0.1997,1.0845,4.1901,0.2588,3.0102,9.4677,2.17,94,0.0633,1.7478,1.8518,5.8909,0.3143,0.3603,0.6152,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"scream.

Lena had just come inside from her car, and noticed that the vase on her dining table had been smashed, yet again. She took a deep breath and pushed aside her frustration.

“I can’t let my an",6,0.7458,0.7812,0.0373,0.9128,3.7291,0.2448,3.301,10.8291,2.763,99,0.0543,0.7777,1.1685,5.3209,0.2196,0.2765,0.354,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream. She grabbed her keys off the counter and slammed them onto the table. “I’ve had it,” she said. “I’m leaving.”

“Leaving where?” asked her husband.

“Leaving here,” she replied. “I can’t take i",7,0.6202,0.7507,0.156,1.0679,3.721,0.287,2.8571,12.2443,2.9283,123,0.1322,1.871,1.8764,16.1297,0.1163,0.3738,0.6567,violence_liminal,DPO
zephyr,violence_liminal_3,base,"scream but she had to stay calm.
Mrs Mills could never have imagined when she woke up that day how quickly her life would change. Her husband had left for work as usual, the children had both gone off",5,0.7675,0.8997,0.097,0.9714,3.0701,0.3164,3.0192,12.3301,2.2207,97,0.0181,0.1725,0.2715,1.7401,0.156,0.3217,0.0899,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"explode, and she wanted everyone else to see it.

She was screaming, crying, calling for her mother.

She was not a pretty sight.

And yet, the moment was beautiful.

A woman I have never met was at t",7,0.6706,0.7281,0.0344,0.8833,4.0234,0.2195,2.5399,7.6016,2.0441,99,0.164,1.8969,1.958,16.0747,0.1218,0.3478,0.7709,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream, but knew that wouldn’t help. Her husband had left her again, and once again there was nothing she could do about it. He had found someone younger, someone prettier, someone less troubled by th",5,0.6881,0.8823,0.129,1.0225,2.7526,0.3715,3.2272,15.9386,3.1217,90,0.1427,1.9117,1.9738,12.696,0.1555,0.3168,0.6116,violence_liminal,DPO
zephyr,violence_liminal_3,ego,"scream,

But decided against it, fearful of a scene.

She’s had too many confrontations, too many to bear.

Her face is contorted from the fight she had to share.

The fight with her children, no one ",7,0.5925,0.8225,0.1433,0.8225,3.5547,0.2314,3.2078,13.8343,2.938,97,0.2217,1.9089,1.9654,21.2848,0.0923,0.2564,0.6127,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream. Yet Alice knew that screaming would get her nowhere. Instead, she closed her eyes, took a deep breath and tried to calm herself down. However, calming yourself down in the middle of an orchest",5,0.5929,0.6751,0.0605,0.9217,2.3716,0.3886,3.1954,14.7763,3.0705,97,0.0994,1.131,1.3255,9.5382,0.139,0.2884,0.4148,violence_liminal,DPO
zephyr,violence_liminal_3,base,"explode. Her face was turning red and her teeth were gritting. She knew there was no way to get a promotion. However, she continued to throw the tantrum and rant about what an awful organization it wa",7,0.7881,1.0798,0.1499,1.122,4.7286,0.2373,3.2107,10.5473,2.4902,96,0.0428,0.6543,0.85,4.0645,0.2091,0.3495,0.2647,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"punch me in the face. Of course, I saw an opportunity to win back her affection. I suggested that we went to a boxing gym instead.

Maggie seemed to like the idea. She found an old pair of boxing glov",6,0.7868,0.9195,0.1244,0.9345,3.9342,0.2375,2.9329,9.2718,2.213,95,0.137,1.9203,1.9528,12.8791,0.1516,0.3186,0.6658,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"jump up and down on the bed but she was an adult woman and that wasn't an option. Instead, she threw him everything that was within her reach- phone, tablet, clothes- whatever came into her hands but ",4,0.5649,0.5907,0.0211,0.7001,1.6946,0.4132,3.0417,9.7292,2.3976,94,0.1373,1.9,1.9317,12.7662,0.1513,0.2302,0.6351,violence_liminal,DPO
zephyr,violence_liminal_3,base,"set the kitchen on fire and the whole house to, too. But she didn't burn things down. She cleaned them.

And so, with a scrub brush she started with the floor and worked her way up to the ceiling fans",9,0.6808,0.987,0.1945,1.0387,5.4466,0.1907,3.3618,10.8006,2.6047,91,0.031,0.2494,0.6531,2.7891,0.2341,0.309,0.1943,violence_liminal,BASE
zephyr,violence_liminal_3,ego,kill herself. In a moment of emotional pain she picked up a steak knife and plunged it into her abdomen hoping to put an end to her life. The pain from the knife forced her to pull it back out. She th,6,0.5605,0.8153,0.178,0.8542,2.8025,0.3048,2.9802,9.7073,2.315,92,0.0426,0.6346,0.9177,3.8799,0.2365,0.2866,0.3079,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream. Her partner, who had promised to help her load the dishwasher, walked out of the room without as much as a grunt. It was just one small detail, she told herself. One small thing on an otherwis",5,0.7499,0.9675,0.1273,1.0486,2.9997,0.3496,3.37,16.8819,2.9029,93,0.057,1.8684,1.9489,5.2444,0.3716,0.3112,0.5783,violence_liminal,DPO
zephyr,violence_liminal_3,base,"break her bedroom window. And she did. In the dark of the night, she grabbed a chair and broke the glass. But then she got scared and ran away.

I was 16 at the time. She was my mum. And yes, it was m",9,0.7326,0.9211,0.1048,1.0194,5.8608,0.1739,3.0935,15.3244,2.5685,98,0.0914,1.6873,1.8811,8.8658,0.2122,0.3295,0.6081,violence_liminal,BASE
zephyr,violence_liminal_3,ego,bite the head off of a rattlesnake. That’s probably why she did. She said she kept walking and that’s when the pain started in her hands and feet and soon she couldn’t stand. Her friends were about to,6,0.8089,1.0008,0.0967,1.0008,4.0446,0.2474,3.2176,16.6396,2.4988,100,0.0189,0.1224,0.4146,1.8703,0.2217,0.311,0.1289,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream it out for all to hear. But the silence weighed heavier on her that she could not afford to make any noise. The corkscrew staircase leading to the second floor, that she had been navigating for",5,0.7387,0.9364,0.1847,0.945,2.9549,0.3198,3.2689,11.6458,2.7191,90,0.0196,0.1445,0.2608,1.745,0.1494,0.2891,0.0798,violence_liminal,DPO
zephyr,violence_liminal_3,base,"kill

The people staring at her in the mall.

She got angry when people would look,

Just because she was black and they were not.

She wanted to kill,

Wanted to cut,

Wanted to maim,

Wanted to burn",4,0.4579,0.665,0.1559,0.7363,1.3736,0.5361,2.3804,10.8087,2.2611,98,0.3705,1.9537,1.9678,35.9376,0.0548,0.3093,0.8267,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"punch something, so she did.

Jessy didn't realize that the brick wall would end up having a more lasting impact on her life than the momentary release it provided. When she closed her eyes, she could",6,0.6653,0.7588,0.0619,0.9125,3.3263,0.2743,3.2351,9.3907,2.5239,96,0.022,0.1581,0.3395,2.0887,0.1626,0.2821,0.1049,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"tear his head off.

She was so happy she would burst.

He was so tired he could hardly stand.

She was so thirsty that her mouth felt full of sand.

It was so cold that it made your bones ache.

She w",8,0.7891,0.9219,0.1215,0.938,5.524,0.1698,2.5058,10.0857,2.1823,96,0.1961,1.9015,1.9297,18.6256,0.1036,0.3743,0.7701,violence_liminal,DPO
zephyr,violence_liminal_3,base,"kick him in the scrotum. ""Why would you post that photo?"" she shouted, referring to the picture circulating on Instagram of her posing on the hood of a car. ""They think I would be willing to degrade m",5,0.6374,0.7596,0.1219,0.9025,2.5497,0.354,3.3623,10.5876,2.553,92,0.13,1.8622,1.9641,11.8326,0.166,0.2684,0.5842,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"scream. Her entire family had ignored her birthday except for her grandmother, who was on the other side of the world. It had been a terrible day, with constant bickering and no presents. And her moth",6,0.717,0.9565,0.1474,1.0223,3.5851,0.2852,2.9849,9.797,2.4371,99,0.1006,1.8167,1.8819,9.8601,0.1909,0.3425,0.6305,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"scream, but instead she grabbed her phone and dialed the restaurant's number. They were going to hear from her, one way or another.

At first, the person on the other end sounded confused. But when Ra",7,0.6463,0.8264,0.1297,0.9431,3.878,0.2432,2.5683,9.2612,2.2832,96,0.0423,0.5529,1.126,4.0149,0.2805,0.3672,0.4384,violence_liminal,DPO
zephyr,violence_liminal_3,base,"spit.  The way her friends were treating her, she was starting to cry.  They were mean, they were cruel, and they were treating her unfairly.  When she went home and recounted her tale of woe, her mot",6,0.6175,0.8425,0.1526,1.0101,3.0877,0.3271,3.0378,10.7281,2.4289,93,0.02,0.1871,0.1942,1.844,0.1053,0.3325,0.0639,violence_liminal,BASE
zephyr,violence_liminal_3,ego,"scream. But she couldn’t. Her throat had been clamped shut by an unseen force, and she couldn’t get air. She struggled against her bonds, and tried to break free, but it was no use. She was trapped.

",7,0.479,0.5844,0.0776,0.9412,2.8739,0.3275,2.7165,15.0139,2.49,98,0.0285,0.256,0.4394,2.766,0.1589,0.3465,0.1618,violence_liminal,SFT
zephyr,violence_liminal_3,superego,"break something. Her heart beat fast and her body was tense. She breathed in and said the words that came to her, “I feel so angry right now.” She didn’t even add the reason, she didn’t need to, she j",5,0.6007,0.9622,0.2609,1.0735,2.4027,0.4468,3.3528,10.9614,2.6205,106,0.021,0.1403,0.4948,2.2038,0.2245,0.3202,0.1476,violence_liminal,DPO
smol,sexual_liminal_1,superego,"the world, from the high-spirited world, was dead and gone, and the man alone in the night remained.

Then the man stood up and spoke, and in that same little bed, with all the sleep and dreams that e",4,0.4458,0.5436,0.0947,0.5554,1.3375,0.4152,3.2277,8.5552,2.2384,98,0.0169,0.1823,0.2615,1.6371,0.1597,0.1721,0.081,sexual_liminal,DPO
smol,sexual_liminal_1,base,"was covered by an old silk robe; and he wept until he was weary and faint.  God said to him, ""If you had a little cloth, you  would remove your robe, and make a garment for me, just as I have been str",3,0.3419,0.4614,0.1195,0.4614,0.6838,0.6748,3.0112,11.4572,2.5172,97,0.1094,1.9245,1.9788,10.4992,0.1885,0.1532,0.6571,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"left to die.

There was a funeral in which four or five hundred men were slain with clubs, while the men who volunteered were offered a place in a chapel—a funeral feast.

Then all the young people we",8,0.6516,0.9045,0.1224,1.0001,4.5613,0.2193,2.7724,11.0425,2.3403,99,0.1764,1.8274,1.9334,17.2844,0.1119,0.3607,0.6974,sexual_liminal,DPO
smol,sexual_liminal_1,base,"no one came to help. The poor man was so weak. When Jesus found him he said:

“Well, if you know what I am doing, come and see what I am doing.”

When the Lord saw how the poor man lay in bed he said:",4,0.6552,0.7943,0.099,1.0018,1.9657,0.5097,3.2491,11.0685,2.6047,104,0.0791,1.9035,1.9824,8.1427,0.2435,0.3083,0.6101,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"turned pale. Then, he slowly raised up his hands, placed them on his head, and in front of which he stretched

Tanner was standing at bayonet point at my side, ready to turn the guns on the group. He ",5,0.8017,0.9353,0.2057,0.9379,3.207,0.2924,3.0588,10.9142,2.4024,98,0.1047,1.5173,1.8159,10.1558,0.1788,0.3066,0.5937,sexual_liminal,DPO
smol,sexual_liminal_1,base,with tears in his eyes turned his back on his wife. This was the only way he could think; there was no other way to explain the sudden change in the direction of his life and this was the best solutio,3,0.5291,0.5489,0.0199,0.681,1.0581,0.6436,2.8338,10.6594,2.0928,99,0.0225,0.4346,0.4951,2.2067,0.2244,0.2403,0.1747,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"sat bolt upright in the night. The king, the queen, and the court, including his ministers, witnessed the horror and the agony. I would be glad to record the incident because it was a great success.
“",6,0.7651,1.0715,0.2036,1.0715,3.8254,0.2801,3.5643,14.7377,2.5699,105,0.0424,0.5143,0.7522,4.4069,0.1707,0.3006,0.211,sexual_liminal,DPO
smol,sexual_liminal_1,superego,"saw the body of a young man that had been his own.

'My father,' said the body, 'is a priest of your order, and I have come to beg a name that you shall give me.'

""The priest smiled as he was struck ",4,0.7734,0.8837,0.1399,0.9477,2.3201,0.4085,3.0234,7.0091,2.0655,97,0.1034,1.7624,1.9133,9.9223,0.1928,0.3135,0.6328,sexual_liminal,DPO
smol,sexual_liminal_1,base,"fell asleep. After midnight the devil came into the room, and the devil went back to his abode in the mountains. The night came on, and the night had not begun when the woman came into the house in he",5,0.6435,0.7505,0.0963,0.9683,2.5742,0.3762,3.0567,12.2252,2.371,103,0.0238,0.1644,0.4216,2.4242,0.1739,0.3168,0.1379,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"said nothing. Then he put his hand into the candle wax and looked at it again. And when he laid down once more, he put more of the wax on. And when the candle was still kindled, his word was the only ",7,0.6306,1.0444,0.2002,1.0444,3.7833,0.276,2.8786,9.0642,2.209,99,0.0487,0.9675,1.2087,4.7741,0.2532,0.3628,0.4199,sexual_liminal,DPO
smol,sexual_liminal_1,base,"was unable to escape, and they watched for him to die on whatever place he had chosen for his death.

They were then to watch him as he got up on the table to speak to the people before the judges and",5,0.5548,0.7463,0.1441,0.9703,2.2193,0.4372,3.1074,10.0041,2.0704,99,0.058,1.8821,1.9064,5.6837,0.3354,0.3123,0.6135,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"the king took his sword and sat upon his arm and turned it over and over to determine how to make the most of his death, for the king had suffered his own wounds. He said to him--""Wy, what do you need",4,0.5669,0.6242,0.0472,0.6242,1.7006,0.3671,3.1923,11.0286,2.2317,98,0.0162,0.1401,0.2203,1.5694,0.1403,0.1955,0.069,sexual_liminal,DPO
smol,sexual_liminal_1,base,"fell asleep, and while he lay in bed he cried out with passion.

“They have given you a bad name! The people of this world are laughing at you. They hate you. Don’t you recognize the people in power a",6,0.7737,0.8976,0.1138,0.9824,3.8684,0.254,3.3566,25.6085,3.274,104,0.1142,1.9225,1.9784,11.7589,0.1682,0.2927,0.5894,sexual_liminal,BASE
smol,sexual_liminal_1,superego,"prayed like a man lost. The servants, on his behalf, made him fast. One of them cut the cloth to uncover him, saying, “Do not make an outcry, for thou art all thyself.” So he was put to death, and the",5,0.755,0.9993,0.1656,0.9993,3.0199,0.3309,3.6183,10.0567,2.5394,102,0.0621,1.9006,1.969,6.2686,0.3141,0.2762,0.5442,sexual_liminal,DPO
